qid,label_en,description_en,instance_of_uuid,instance_of,sex_uuid,sex,occupation_uuid,occupation,occupation_ref1_hash,occupation_ref1_referenceUrl,occupation_ref1_retrieved_nodeId,occupation_ref1_retrieved_val,occupation_ref1_retrieved_prec,birthdate_uuid,birthdate_nodeId,birthdate_val,birthdate_prec,birthdate_ref1_hash,birthdate_ref1_referenceUrl,birthdate_ref1_retrieved_nodeId,birthdate_ref1_retrieved_val,birthdate_ref1_retrieved_prec,birthplace_uuid,birthplace,birthplace_ref1_hash,birthplace_ref1_referenceUrl,birthplace_ref1_retrieved_nodeId,birthplace_ref1_retrieved_val,birthplace_ref1_retrieved_prec,deathdate_uuid,deathdate_nodeId,deathdate_val,deathdate_prec,deathdate_ref1_hash,deathdate_ref1_referenceUrl,deathdate_ref1_retrieved_nodeId,deathdate_ref1_retrieved_val,deathdate_ref1_retrieved_prec,deathplace_uuid,deathplace,deathplace_ref1_hash,deathplace_ref1_referenceUrl,deathplace_ref1_retrieved_nodeId,deathplace_ref1_retrieved_val,deathplace_ref1_retrieved_prec,works_in_collection_uuid,works_in_collection,works_in_collection_ref1_hash,works_in_collection_ref1_referenceUrl,works_in_collection_ref1_retrieved_nodeId,works_in_collection_ref1_retrieved_val,works_in_collection_ref1_retrieved_prec,citizenship_country_uuid,citizenship_country,citizenship_country_ref1_hash,citizenship_country_ref1_referenceUrl,citizenship_country_ref1_retrieved_nodeId,citizenship_country_ref1_retrieved_val,citizenship_country_ref1_retrieved_prec,ulan_uuid,ulan,ulan_ref1_hash,ulan_ref1_retrieved_nodeId,ulan_ref1_retrieved_val,ulan_ref1_retrieved_prec
Q105090165,George Stang,French ceramic artist,775C63CC-0958-4794-9E05-0E4DC8390F1E,Q5,39FFECE5-BFC7-45EF-B610-E1B2480A3862,Q6581097,51738B7B-572B-4101-8295-15D5CEEAE0E8,Q7541856,,,,,,A233E913-C2B3-4C5F-8793-CFDCCE0FD490,082c2074-e21a-4ae8-a2a5-db4a3be5a91e,1909-00-00T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D6731137-98A3-4A41-A453-B05B41EE170A,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,1d677baa-e820-4cd4-8954-29af3bbc3118,2021-01-27T00:00:00Z,11,DA697B12-2AE7-4116-A8A2-E1A77CC64BFC,Q142,,,,,,,,,,,
Q105090167,Vincent McPharlin,American painter,9E6E05A4-CC6D-4B47-91CB-8A907013125E,Q5,C7446AC6-2E4D-47AE-9344-A70351734B1C,Q6581097,24174F96-16C2-4F2F-9B87-AAA0A5E8C47D,Q1028181,,,,,,45DCD797-CD37-466F-9B7A-4296A19002A1,1a5d813e-19aa-441c-9697-5b286b5994c7,1910-00-00T00:00:00Z,9,,,,,,47B2FD37-DC7C-4EF1-8318-DE8960914B6A,Q2544149,,,,,,23961A5B-7620-4567-9550-2BD0470B7864,7a8a01f1-1573-45e8-9d56-c97aa8be360b,1985-00-00T00:00:00Z,9,,,,,,,,,,,,,B82625DD-9E09-488F-9ED3-F07C2FE5B073,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,4681df4a-11e1-4f14-b2b1-dae25f35b257,2021-01-27T00:00:00Z,11,CE00D80B-9875-4E2C-A0B4-9A3A49EE2935,Q30,,,,,,,,,,,
Q105090171,Jeanette Alexander Judson,painter,B64A2C62-FD47-4A07-BE9A-37C30944B760,Q5,28166F3A-69FC-479D-B3C1-FA3EB93F2FCC,Q6581072,D79705C8-2BFF-4D51-B45B-41A841792909,Q1028181,,,,,,24CBA33A-2A8B-4A0E-9523-DA904A8FB52E,37975143-53ac-4892-9643-130ff90565ab,1912-00-00T00:00:00Z,9,,,,,,,,,,,,,7CE0399C-B484-46FF-AA65-8B5616FEAE64,f3fde37a-b72c-4e93-a0c3-6167f18f37c8,2002-00-00T00:00:00Z,9,,,,,,,,,,,,,3D1D0656-A010-4C26-B70F-C83D8D83F9AA,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,7a20c0e8-5877-4308-91be-2dee2ec84b16,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090174,Avery Handly,American painter,4C4AB7A7-97B8-4026-95F4-911D797BDE68,Q5,801800A9-A4DF-47DD-808E-46D708D3EEAF,Q6581097,CE295A0C-89AB-48CA-8082-FC14628173E5,Q1028181,,,,,,16A9AFE0-3205-44CD-8B20-3771B3BA1F97,b44ed4f4-7478-4407-a04c-73b3160606e8,1913-00-00T00:00:00Z,9,,,,,,,,,,,,,172358D8-6786-46E8-A206-CC7038F76967,3248814e-116d-42ad-80a5-aa4fb8e1c1e8,1958-00-00T00:00:00Z,9,,,,,,,,,,,,,AAC44860-547D-47E2-9B0A-0189DF687FE6,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,fe699607-2d73-458d-bc8a-7a64a40d19cb,2021-01-27T00:00:00Z,11,43603B0A-A026-4994-8165-62E28DAA31DD,Q30,,,,,,,,,,,
Q105090176,"Francis Joseph Gyra, Jr.",American painter,69791C15-E3C1-436A-A800-3F5BA2998031,Q5,D12EFAAA-EC6A-4DB7-AB59-F28950C49CB1,Q6581097,2633D957-E02F-4F21-B671-61108C65F0A7,Q1028181,,,,,,40D4730C-725C-4E53-902A-83B0B68B226A,acfbeb3f-0b30-42ee-a622-5d10df401921,1914-00-00T00:00:00Z,9,,,,,,,,,,,,,D92D7B08-A1B6-41BD-AC38-DDA48E70D0E9,85336a9b-9f77-484c-bf53-0f3d0c2d2cc8,2007-00-00T00:00:00Z,9,,,,,,,,,,,,,0E68E6BF-7909-45F6-AAA9-64DA45D4AB89,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,9e52f6dd-3314-43d2-8130-c5ff6c904705,2021-01-27T00:00:00Z,11,00029E29-DDF5-42DD-9142-8F5DE939D6F7,Q30,,,,,,,,,,,
Q105090179,Marcel Floris,French artist and designer,7F621182-48D5-447A-A74B-B75B04622F31,Q5,FD715556-1107-48D5-8DBC-BD55C480FC3D,Q6581097,8E85D4D6-0218-42EF-8CDE-2044515A6BE2,Q11569986,,,,,,98EBE8FB-6AE6-41D4-9491-D292859712E4,1bd12ec2-8c12-494b-b1f4-99d3cf1592b9,1914-00-00T00:00:00Z,9,,,,,,,,,,,,,3B02A840-DA2D-43AD-AF42-26356893302C,9c37a880-c208-48d7-bea3-398804ec1740,2007-00-00T00:00:00Z,9,,,,,,,,,,,,,BBAD4CAD-5DE5-490A-B11A-F586B1E47E6F,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,f67fbcdc-18db-4e43-9c08-b6052912c4b3,2021-01-27T00:00:00Z,11,38DB13EA-AC0E-42CD-B7BD-BE5D4D7061EE,Q142,,,,,,,,,,,
Q105090181,Su-chin Wen Chen,painter,EB59A53B-A2BE-4FE3-AB07-D326F2B1F6FA,Q5,,,0D169479-8759-4537-9F7E-EA302EA8B653,Q1028181,,,,,,43CBDDB5-18E7-4476-BE3A-84D9F489F49B,a0340c9e-8c3e-44b7-b1b8-0609c131801e,1914-00-00T00:00:00Z,9,,,,,,A80C6896-E943-49CD-99B4-C21FFA34E16E,Q16967,,,,,,,,,,,,,,,,,,,,,,43EB226B-9E49-4C9A-ACAE-21C213D5D959,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,42b81c73-4f0f-4563-9870-95d5b446c0b7,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090184,Francisco Gutiérrez,printmaker,504B2DF2-F107-4F6F-B2B0-CBF15360DBC0,Q5,F02C657A-4DB5-4B98-98EC-F9057E191B0C,Q6581097,5E235CBC-0CE8-476D-B982-4B58678E2892,Q11569986,,,,,,E891B5E1-950D-477E-B51D-F278F507521B,2566acf1-71f7-47b7-b958-d47898e6d404,1915-00-00T00:00:00Z,9,,,,,,699DBE4E-B5CD-4B96-9266-4B319CA1D28A,Q34110,,,,,,3EEACED2-920F-4B52-8526-316267730BBB,16a94e0c-cb31-4fc1-a590-a711d33d1226,1945-00-00T00:00:00Z,9,,,,,,,,,,,,,2E3B2871-AE3A-4741-A7E5-D62CAEA90CFF,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,dfb5c788-131a-444c-836b-f9c83dd134a7,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090187,Beveridge Moore,American painter,1D3BCA8E-FE63-43B0-B9DE-A2A0853F50BD,Q5,1F60492C-159C-4DF7-939E-83FA4E09A4A0,Q6581097,AC95C09A-C172-46A3-BA10-E674BFAF6B35,Q1028181,,,,,,E1C93116-80BB-4DFA-A854-D2586F87F9E7,8f46b1ce-c79c-45d0-a0dc-8c2b71b7c825,1915-00-00T00:00:00Z,9,,,,,,2B1AE2DC-095B-4434-9869-077B81F26B3B,Q43421,,,,,,09E6DB79-797D-48EC-B434-7A7FCDF73376,af1a0ce0-e8df-4c85-b537-8d9926812a69,2004-00-00T00:00:00Z,9,,,,,,,,,,,,,58A90B33-B2D1-4648-8D9D-AC5523FB6C60,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,fa49bd41-e77e-49fb-9d19-09fecdad3cba,2021-01-27T00:00:00Z,11,3C9F9718-D776-4069-AC5A-9847030455E1,Q30,,,,,,,,,,,
Q105090189,Gerald Holly,American photographer,83009A4D-43C2-428E-8111-2CE16B5993D1,Q5,D39DDD00-4E39-4A2F-BDE8-B9285FEB98FE,Q6581097,A50F79EB-0FAC-4FF1-AFE4-0C2D7382442B,Q33231,,,,,,4708372C-6075-4784-B12D-2CFDD173643A,eb87d4ea-fd0e-4dff-a6d3-2fa1e518a2e6,1917-00-00T00:00:00Z,9,,,,,,CBF17B80-8E32-46F1-A167-885D34A9C9D4,Q2355638,,,,,,F16A595C-A7A4-4BD0-8029-947139E2EE87,48e06f93-f3e0-4df3-9ac9-c4a42b71798e,2004-00-00T00:00:00Z,9,,,,,,,,,,,,,E63430CA-0870-435F-9526-6E7049E2CF16,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,39e6090e-7ee2-45fa-831e-be5d539c1632,2021-01-27T00:00:00Z,11,0F96C45E-E84A-4BF8-86C8-703AFA6C0322,Q30,,,,,,,,,,,
Q105090192,Toru Mabuchi,Japanese printmaker,9C237F36-8530-46C3-AD82-8F93C8276F3C,Q5,A50857EA-F85E-4A85-AB8F-1EB1CE287ACD,Q6581097,54DB8721-B70A-42A1-AF19-A9D90364A68A,Q11569986,,,,,,E5C42392-CE50-4A19-95A2-8787617F8139,b3015aa1-70eb-43db-a3eb-ffd85f4fd5d0,1920-00-00T00:00:00Z,9,,,,,,6DB9B54F-5A6A-4E9F-99F2-1E5C79C9A57A,Q1490,,,,,,FAA84193-1DDC-4B21-97E5-225FCC936865,290d38c8-066f-4f7c-9440-58b239ed17db,1994-00-00T00:00:00Z,9,,,,,,,,,,,,,DFDF3BCE-9143-47B5-962E-8BE04BFB1441,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,fb447812-c984-437e-9561-6621977a60fc,2021-01-27T00:00:00Z,11,557970C2-1568-4A9D-B1D4-D95A65696723,Q17,,,,,,,,,,,
Q105090196,Nola Zirin,American printmaker,0D63D533-A0A7-4EC4-A626-1033E9167E37,Q5,9F153EEC-D77E-4A16-8335-24CC61FCD4CA,Q6581072,19C7BC38-B794-4A8C-A49E-CE5B67CCE90A,Q11569986,,,,,,2BFA6D15-2EA3-4144-BCB1-33391B22BC6C,83ed583f-9d17-4b89-b503-ae7b645088e7,1920-00-00T00:00:00Z,9,,,,,,1826D019-4974-4587-A8C1-D243DF799223,Q60,,,,,,,,,,,,,,,,,,,,,,298DA165-F69A-4EC0-A62F-07FEC07AB28E,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,5cba7745-1496-48f7-b549-d979dec6ff54,2021-01-27T00:00:00Z,11,3CDCAF05-8B3D-411E-8937-F57DB7FCD5DE,Q30,,,,,,,,,,,
Q105090198,Yves Johnston,printmaker,DFCC7297-2B06-4165-AD35-4A28B2BA50A1,Q5,,,B08DD652-A582-45FD-AB17-76AF122E22A5,Q11569986,,,,,,4DB3568B-046F-4979-9AD3-091360C8A50F,abb76a9d-6461-464b-af2a-6b1b75fe3cd7,1920-00-00T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700F2A31-1AAE-4B9F-82C6-08A4307E2D76,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,3a3f93ce-9ce4-40dd-bc78-097d1063e90d,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090201,Zdenka Zivkovic,painter,4E3CB852-61C7-420D-B9D9-054D7BA238FA,Q5,B2C9B071-C1F5-45BD-865A-D18C954E5FA0,Q6581072,46E821E9-615B-42FE-A271-1515F68BE6B9,Q1028181,,,,,,0506F3DD-4129-49D1-AB9D-BEBE3022F3EE,fc9f6f13-75e0-4b49-b6a7-9b793359a9a3,1921-00-00T00:00:00Z,9,,,,,,634B4BEB-F95E-4749-9888-88F0980728BC,Q33946,,,,,,98171E5F-A88C-4B5B-AFDC-3E8F65D03B3F,d9ab69df-2f97-4f32-8474-ee9647ea4bdd,2011-00-00T00:00:00Z,9,,,,,,,,,,,,,0368CBDC-6C1E-4B5B-9B5D-B2435257BB38,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,c1ab0eb6-8eec-4053-8cec-fdf869234706,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090204,Dimitri Perdikitis,Greek painter,D409E90F-FD03-470D-A644-D8A5E3F11AD4,Q5,DA8DA5FC-B613-4D56-9EAF-6F4DF875431A,Q6581097,ECB62CF0-36E7-45E7-AB87-D5B831AE2C97,Q1028181,,,,,,B401B47D-9324-4851-A47F-293E1509200D,f3830257-1d84-4d32-8974-95cd285115b5,1922-00-00T00:00:00Z,9,,,,,,DB67CAA7-AE63-47A9-9A30-EC448DF2D388,Q1524,,,,,,,,,,,,,,,,,,,,,,6E818994-D515-4926-B798-CF35050F1D9C,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,7cabc156-5e87-453a-bad0-993b9f6f050f,2021-01-27T00:00:00Z,11,B37D07FB-CEC9-4E0B-9502-457E2191FFDE,Q41,,,,,,,,,,,
Q105090207,De La Rue,painter,F98FEADB-ADB7-43E8-8E4E-99FF45A3FCD4,Q5,,,B5D8E697-0FA9-4241-937A-3C8460A9C839,Q1028181,,,,,,C1328F33-49AE-41E3-A135-9CEB0F280FE7,1d71a0d5-a254-47b6-8879-b5ea1ba3b7b5,1922-00-00T00:00:00Z,9,,,,,,D08EF286-D86B-4789-843F-A937AF4AE39E,Q90,,,,,,,,,,,,,,,,,,,,,,EE1C1782-29C4-4B56-A49F-03D038CF2C5E,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,c2dbe5a6-ff12-49b3-8ece-77cc09e58f7a,2021-01-27T00:00:00Z,11,694E94BC-EF8B-4D7A-AFF6-873A3D2A18EE,Q142,,,,,,,,,,,
Q105090210,George King Stark,American sculptor,05C03443-EEFD-4D41-A088-D7049AA2A31F,Q5,582B4799-D72C-4854-B274-3294F347E233,Q6581097,EBC8E425-F614-4B1D-A72D-8717CD602C40,Q1281618,,,,,,43247A91-5536-4181-9034-12BA216E2B7D,a3ea16ba-efb5-4b83-9add-14c1831077a0,1923-00-00T00:00:00Z,9,,,,,,A085C9FA-304C-497D-8963-E6C548AA9E7E,Q331380,,,,,,557EA1EB-A959-4D36-8F4D-9CD6D50320F4,8283847d-aa74-4e98-a17a-1115dd50cbd0,1992-00-00T00:00:00Z,9,,,,,,50299F4E-3FCF-4F7D-899B-95B0743DBA38,Q3708437,,,,,,1031E95D-2EFD-41CC-82EC-3C8BF707D77F,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,816bf443-3c8c-4ea9-8a13-736e21ec0f68,2021-01-27T00:00:00Z,11,DE6E55F4-549E-405B-B610-735A01FFB9C5,Q30,,,,,,,,,,,
Q105090213,Ralph H. Scharf,American printmaker,F12F886A-4FCA-4043-976B-FC1E8FF164CE,Q5,DE233901-3C95-429E-BB80-7DF707E8B059,Q6581097,2B296613-BA37-4B93-B9F8-17A012F7F362,Q11569986,,,,,,60165DC6-F93F-410E-9EE5-78E6AAF4356F,f2ee4453-215b-4278-bf4c-8e9070f32d27,1923-00-00T00:00:00Z,9,,,,,,6AB8DD01-8632-468D-BA2E-3DDF7DB1DF66,Q1297,,,,,,7C2E14D7-CF6C-4461-94E9-D302E248A032,77e34135-cca4-4089-ba38-048fd8071a05,1993-00-00T00:00:00Z,9,,,,,,,,,,,,,CC236537-80B8-44BD-8E0D-54DD24BA0229,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,fcf308f5-5c2e-42e8-aeb0-b8951a979876,2021-01-27T00:00:00Z,11,4B091083-B94A-4186-AF56-4384FAD3E33B,Q30,,,,,,,,,,,
Q105090215,Gray Phillips,American painter,93E1DB78-D062-4BAE-9F10-FAC2E16F391E,Q5,09D0D4E0-D26A-41F6-9BFA-D8ABF7355975,Q6581097,356756D0-3ACB-48BC-ABA6-500388443D48,Q1028181,,,,,,ECE632AD-9F1E-4C8B-A9F3-D96E393CF6DD,d14e3ce1-47ce-480c-b025-215b652bd6c1,1923-00-00T00:00:00Z,9,,,,,,AAD2444C-46AD-42A1-B33C-9386E9E0F40E,Q186702,,,,,,CACB1A34-E20A-4079-8974-06A833C517D7,1f5b11d8-0ba3-4a61-8376-c84ab49c3048,2005-00-00T00:00:00Z,9,,,,,,DE189A5E-E17F-41B1-887B-F6E37316ECDC,Q1370207,,,,,,9A0EF76A-268A-4B43-B5B7-63BD62DC58CE,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,620276b2-951d-40ed-8337-ffc82b0bd8ca,2021-01-27T00:00:00Z,11,C4A77BEC-2B05-4700-BE41-DBD6AAEF7686,Q30,,,,,,,,,,,
Q105090218,Ninon Lacey,American printmaker,2E7BA052-A91A-4EF2-BCEE-2162CF004C5B,Q5,70422032-F729-41C3-A2FE-5AFB51A98AA1,Q6581072,C0FA8153-6B29-459D-A39A-A85ED6E21601,Q11569986,,,,,,1C912C5A-4EC0-4221-8FFC-B34D75255BE6,69ca0992-9eff-4f77-ab06-ae312f3da30c,1923-00-00T00:00:00Z,9,,,,,,DB84780E-2D97-4120-843F-61F04FDA0852,Q759,,,,,,,,,,,,,,,,,,,,,,93F35447-6D3B-4F02-902F-221C615EB3E3,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,60e16595-5654-4982-b465-f232d1016fb2,2021-01-27T00:00:00Z,11,A14C4AF8-FC6C-4050-8F5E-7CC9F11DDF35,Q30,,,,,,,,,,,
Q105090220,Louise LeQuire,American painter,DC4E02AE-8193-45C0-96D3-ADE890CC7DBD,Q5,EFB84B91-612D-4C21-BFA7-A52A77E759DE,Q6581072,1E0B3C1B-16A1-46BB-891E-4ECF6B4B9EDC,Q1028181,,,,,,1D50312F-38F8-493B-B887-DDF9DF8A7FD7,1f0dfbfe-415c-4db0-892f-93ae32090786,1924-00-00T00:00:00Z,9,,,,,,DEEA08FF-6BB7-43EF-9FB0-6EBDFC1B1657,Q23197,,,,,,F4A0BBEF-01EA-44F5-94F2-A300A609767A,cfb0b9dc-c073-4b94-86cf-0c600e648f6e,2006-00-00T00:00:00Z,9,,,,,,,,,,,,,320BDF88-A0E8-4166-BEC4-65B9AA9FB094,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,980ec129-fc9d-4ffd-b283-4de149d60838,2021-01-27T00:00:00Z,11,FA3372CD-701C-4F46-A852-23F7F844A631,Q30,,,,,,,,,,,
Q105090222,Rudolf Mauke,German artist,31BB4E13-4570-4F37-8383-D770C5020D12,Q5,B005CB44-700B-4C1D-9D01-0F55C9F306D7,Q6581097,3C66907B-9E5D-41F0-A320-96383245B24B,Q1028181,,,,,,798B562D-F880-411B-B8AA-1E77F11A3037,2de18ea7-f2d2-4ffd-8b4a-e7f12105a001,1924-00-00T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19A76164-28C0-449C-98CA-4CC70D4F41CB,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,98b30763-b010-4e4c-bf31-ebbaedca869a,2021-01-27T00:00:00Z,11,81A40897-CBFA-4279-8478-0B3ABBCB0E96,Q183,,,,,,695FF8C0-33B5-499F-8BC9-43A608169226,500094814,41fa5e38cea39b08b7ee3108d6e14b606c385cce,255ef307-d32f-4be5-a721-d3c757c768cd,2021-01-27T00:00:00Z,11
Q105090225,Augustin Ubeda,Spanish artist,46D24414-1625-433C-8ABF-4DE30AE03738,Q5,5213A302-13CB-46C8-87D9-C02941377E64,Q6581097,EDCA98E1-A17C-4E09-9056-27280CE7C122,Q1028181,,,,,,77F30CB7-3BD4-4140-967A-6257BAD04D0A,20e40319-acbe-4164-ba2b-3f2e14f61bce,1925-00-00T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A327FE62-CBAB-42CA-BCCC-666476A32DB2,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,90684759-5648-486a-a8e9-1c68c62e002c,2021-01-27T00:00:00Z,11,BEA75C9F-1C7B-4FD8-B513-839C93A77AEF,Q29,,,,,,2C93ABE1-5189-421B-9F16-F131EAA20D18,500175783,41fa5e38cea39b08b7ee3108d6e14b606c385cce,ec7e66b9-1e46-44db-a877-4983cf18ff90,2021-01-27T00:00:00Z,11
Q105089946,Helen Soreff,"American painter, 20th century",9BEF521F-056C-45D4-86B5-84C82973BE3E,Q5,A7E646C4-CAE5-4F91-8E90-EFAB4C71E4F3,Q6581072,79E948B7-DE15-4BAF-B58F-426303FA96F2,Q11569986,,,,,,CCC038C0-CBC9-40BF-9444-B66B703EDF2D,6728e6bb-1ae0-45b8-89dd-0e4bc2e3762c,1926-00-00T00:00:00Z,9,,,,,,F2C50A90-758F-4BE6-8E73-D204FEAEA807,Q60,,,,,,61941BDD-016D-4447-B8F8-BE8CE09779AC,4ae2d2df-82ff-498a-86d2-b5675e0e519b,1998-00-00T00:00:00Z,9,,,,,,9485B788-2694-4EA1-A585-7CB066CAFB3F,Q60,,,,,,14467963-2DE5-43DF-BD33-7BE91640D6BB,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,5dba6817-c126-4b68-b037-d73792f89aa3,2021-01-27T00:00:00Z,11,1BE7FDA9-F68F-4BF7-9524-EB9A8445E861,Q30,,,,,,C6EB24BD-D92A-46EA-A178-74241614585E,500093844,41fa5e38cea39b08b7ee3108d6e14b606c385cce,b8a71bac-ef19-47c8-9296-fb4d83786e25,2021-01-27T00:00:00Z,11
Q105090227,Iwami Reika,printmaker,739258E6-91B4-4482-BDF6-5E43BE4AFEBB,Q5,88C26031-70F7-4413-BCBE-7BB50730E394,Q6581072,23DDFD5A-4B31-48A6-8B76-32128A5762FE,Q11569986,,,,,,C0779F7F-4BCE-479D-AF21-5E08B4EA374B,6aacde6a-8fd9-46f2-bf06-03eec518360a,1927-00-00T00:00:00Z,9,,,,,,753BAD30-E09A-4222-8539-BE6809A3AC3E,Q1490,,,,,,A2C55083-444D-4D55-A9B3-8041C51A70C8,673a5498-5071-4dfe-b3b6-ea2ed518bbb5,1989-00-00T00:00:00Z,9,,,,,,,,,,,,,E42351E3-DA14-4E44-8175-101AB45DEAE8,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,abac97b3-cc44-4b06-8131-747f2e290842,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090229,Robert W. Loberg,American painter,B42A9E03-E72F-4761-BABC-DD68810F5997,Q5,7C32E4A3-B7BA-4D4C-B0DB-F6455D7E245F,Q6581097,43C55B3F-10E0-44B4-A848-0D50C3C30F79,Q1028181,,,,,,BEAEA635-51D9-4939-BF95-599634C42B14,b937a8ad-6d21-4a32-969a-43e8a168bc58,1927-00-00T00:00:00Z,9,,,,,,D5657BBC-FA1D-49C2-A8EF-8ECE523BBFEE,Q1297,,,,,,904EE2B1-376E-456D-B19B-41512D7F030D,f7d99bdf-8c69-4822-bc70-99d40d93199e,1999-00-00T00:00:00Z,9,,,,,,,,,,,,,AA9B7214-6016-4A97-9120-D6A637587164,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,32d719ba-742e-43bf-92c1-34845f70dadb,2021-01-27T00:00:00Z,11,34100A38-5F4B-450F-AD29-A647734E6F9B,Q30,,,,,,,,,,,
Q105090234,Jean Cohen,printmaker,54864CC6-0380-471F-BBD6-CBC17A9B4656,Q5,B9972CE9-DEEE-4BB5-AFE9-517753D27CCC,Q6581072,AA706E80-781E-403C-886C-7F83F0D53F89,Q11569986,,,,,,EFAD46F8-444C-4635-A6D7-3AD9265D69E7,f8897b44-146f-421b-857e-0831ba01fd1b,1927-00-00T00:00:00Z,9,,,,,,C37D38A0-933F-4E58-9315-BBA9FA79EF1E,Q18419,,,,,,7D4B84C5-523D-4DA8-B5F1-199E9F86766E,68e8e3a6-6c75-40d2-9e15-0a39c78040d0,2013-00-00T00:00:00Z,9,,,,,,B777C2B2-9F05-4B79-9A2B-6030D9F1470D,Q18438,,,,,,919B0F55-C9F7-49F0-86F4-BD50F579F048,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,2efd47c9-efa7-4001-a09d-66a9b0cf64fa,2021-01-27T00:00:00Z,11,F12D47AD-E5BF-47F3-8639-EED096415BE2,Q30,,,,,,,,,,,
Q105090236,Olen Bryant,American sculptor,D3E1A97C-5182-46BB-93C0-023832EF2718,Q5,70C90579-CA0C-4FE0-A427-6889FFB78459,Q6581097,ADD35F60-C5CF-4EFE-9E66-8B9426114FCA,Q1281618,,,,,,420C7D37-98FC-45E3-931C-B0F39946F14F,50cb3ff1-5949-4dfc-a86a-133a15918567,1927-00-00T00:00:00Z,9,,,,,,E742381E-C4FF-405C-B820-F206465AF42D,Q2456192,,,,,,76EFAA52-D31D-4AE1-9203-1EA4EA504234,e527c634-f4c3-4999-9832-fa2bc820f804,2017-00-00T00:00:00Z,9,,,,,,,,,,,,,AD9045EF-F43D-4B15-B21D-CD907ED53A42,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,7478f5b7-1255-438a-94e2-4c52e09e0bb2,2021-01-27T00:00:00Z,11,CE0162C2-4CB1-4F4F-BEE4-1039514F5A75,Q30,,,,,,,,,,,
