qid,type,noun,label,object_description,form_description,design_description,includes,noun
Q102972205,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with sailboats and a star constellation,Soba-choko (noodle sauce cup),,in blue underglaze of landscape with sailboats and a star constellation,,cup
Q102972214,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with sailboats and buildings,Soba-choko (noodle sauce cup),,in blue underglaze of landscape with sailboats and buildings,,cup
Q102972225,ceramics,cup,"Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with two houses, birds, and fish nets",Soba-choko (noodle sauce cup),,"in blue underglaze of landscape with two houses, birds, and fish nets",,cup
Q102972234,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of low-lying mountain with stylized plant forms,Soba-choko (noodle sauce cup),,in blue underglaze of low-lying mountain with stylized plant forms,,cup
Q102972243,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of lozenge shapes in a cross hatched pattern,Soba-choko (noodle sauce cup),,in blue underglaze of lozenge shapes in a cross hatched pattern,,cup
Q102972256,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of morning glories on a trellis and two butterflies,Soba-choko (noodle sauce cup),,in blue underglaze of morning glories on a trellis and two butterflies,,cup
Q102972272,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of ovals set in rectangles,Soba-choko (noodle sauce cup),,in blue underglaze of ovals set in rectangles,,cup
Q102972289,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of pine boughs,Soba-choko (noodle sauce cup),,in blue underglaze of pine boughs,,cup
Q102972307,ceramics,cup,"Soba-choko (noodle sauce cup) with a design in blue underglaze of pine, plum and bamboo",Soba-choko (noodle sauce cup),,"in blue underglaze of pine, plum and bamboo",,cup
Q102972320,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of plaid pattern,Soba-choko (noodle sauce cup),,in blue underglaze of plaid pattern,,cup
Q102972334,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of plant forms,Soba-choko (noodle sauce cup),,in blue underglaze of plant forms,,cup
Q102972348,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of plant forms set in squares,Soba-choko (noodle sauce cup),,in blue underglaze of plant forms set in squares,,cup
Q102972367,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of plant still life,Soba-choko (noodle sauce cup),,in blue underglaze of plant still life,,cup
Q102972384,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of plants and a butterfly,Soba-choko (noodle sauce cup),,in blue underglaze of plants and a butterfly,,cup
Q102972402,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of plants and rocks,Soba-choko (noodle sauce cup),,in blue underglaze of plants and rocks,,cup
Q102972417,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of plants and vegetation,Soba-choko (noodle sauce cup),,in blue underglaze of plants and vegetation,,cup
Q102972436,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of plants and vegetation in a grid pattern,Soba-choko (noodle sauce cup),,in blue underglaze of plants and vegetation in a grid pattern,,cup
Q102972454,ceramics,cup,"Soba-choko (noodle sauce cup) with a design in blue underglaze of plants, pine saplings with an inscription on the bottom",Soba-choko (noodle sauce cup),,"in blue underglaze of plants, pine saplings with an inscription on the bottom",,cup
Q102972471,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of radishes,Soba-choko (noodle sauce cup),,in blue underglaze of radishes,,cup
Q102972489,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of sacred fungus and tendrils,Soba-choko (noodle sauce cup),,in blue underglaze of sacred fungus and tendrils,,cup
Q102972503,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of seascape islands and sailboats,Soba-choko (noodle sauce cup),,in blue underglaze of seascape islands and sailboats,,cup
Q102972520,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of spiral motif,Soba-choko (noodle sauce cup),,in blue underglaze of spiral motif,,cup
Q102972532,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of squares filled with plum and bamboo,Soba-choko (noodle sauce cup),,in blue underglaze of squares filled with plum and bamboo,,cup
Q102972547,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of stylized bamboo,Soba-choko (noodle sauce cup),,in blue underglaze of stylized bamboo,,cup
Q102972562,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of stylized flowers or plants,Soba-choko (noodle sauce cup),,in blue underglaze of stylized flowers or plants,,cup
Q102972577,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of stylized pine and bamboo,Soba-choko (noodle sauce cup),,in blue underglaze of stylized pine and bamboo,,cup
Q102972589,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of stylized pine branches,Soba-choko (noodle sauce cup),,in blue underglaze of stylized pine branches,,cup
Q102972606,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of stylized plant forms,Soba-choko (noodle sauce cup),,in blue underglaze of stylized plant forms,,cup
Q102972625,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of thick and thin vertical stripes,Soba-choko (noodle sauce cup),,in blue underglaze of thick and thin vertical stripes,,cup
Q102972641,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of thistles,Soba-choko (noodle sauce cup),,in blue underglaze of thistles,,cup
Q102972657,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of three abstract flowers and vertical stripes,Soba-choko (noodle sauce cup),,in blue underglaze of three abstract flowers and vertical stripes,,cup
Q102972674,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of three floral motifs contained in three cartouches separated by an abstract design,Soba-choko (noodle sauce cup),,in blue underglaze of three floral motifs contained in three cartouches separated by an abstract design,,cup
Q102972689,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of three flowering plants set in three panels,Soba-choko (noodle sauce cup),,in blue underglaze of three flowering plants set in three panels,,cup
Q102972706,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of three plants,Soba-choko (noodle sauce cup),,in blue underglaze of three plants,,cup
Q102972723,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of three sets of plants,Soba-choko (noodle sauce cup),,in blue underglaze of three sets of plants,,cup
Q102972741,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of three young pine trees and mountain,Soba-choko (noodle sauce cup),,in blue underglaze of three young pine trees and mountain,,cup
Q102972758,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of trees and plant forms with a foliate ring,Soba-choko (noodle sauce cup),,in blue underglaze of trees and plant forms with a foliate ring,,cup
Q102972775,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of triangle-shapes,Soba-choko (noodle sauce cup),,in blue underglaze of triangle-shapes,,cup
Q102972787,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of two bamboo stalks,Soba-choko (noodle sauce cup),,in blue underglaze of two bamboo stalks,,cup
Q102972801,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of two bundles of grain,Soba-choko (noodle sauce cup),,in blue underglaze of two bundles of grain,,cup
Q102972814,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of two butterflies and plant forms,Soba-choko (noodle sauce cup),,in blue underglaze of two butterflies and plant forms,,cup
Q102972824,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of two Chinese men and bamboo,Soba-choko (noodle sauce cup),,in blue underglaze of two Chinese men and bamboo,,cup
Q102972834,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of two flowering plants and two abstract design panels,Soba-choko (noodle sauce cup),,in blue underglaze of two flowering plants and two abstract design panels,,cup
Q102972840,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of vertical brush pattern,Soba-choko (noodle sauce cup),,in blue underglaze of vertical brush pattern,,cup
Q102972848,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of vertical lines,Soba-choko (noodle sauce cup),,in blue underglaze of vertical lines,,cup
Q102972853,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of vertical stripes with three stylized butterflies,Soba-choko (noodle sauce cup),,in blue underglaze of vertical stripes with three stylized butterflies,,cup
Q102972858,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of vines and tendrils,Soba-choko (noodle sauce cup),,in blue underglaze of vines and tendrils,,cup
Q102972866,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of waves and flying sea plover (chidori),Soba-choko (noodle sauce cup),,in blue underglaze of waves and flying sea plover (chidori),,cup
Q102972871,ceramics,cup,"Soba-choko (noodle sauce cup) with a design in blue underglaze of willow tree, rocks and two butterflies",Soba-choko (noodle sauce cup),,"in blue underglaze of willow tree, rocks and two butterflies",,cup
Q102972880,ceramics,cup,"Soba-choko (noodle sauce cup) with a design in blue underglaze of wine jar and chrysanthemums, ladle and flying bird",Soba-choko (noodle sauce cup),,"in blue underglaze of wine jar and chrysanthemums, ladle and flying bird",,cup
Q102972889,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of wisteria flowers,Soba-choko (noodle sauce cup),,in blue underglaze of wisteria flowers,,cup
Q102972896,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze of wisteria flowers and four circles,Soba-choko (noodle sauce cup),,in blue underglaze of wisteria flowers and four circles,,cup
Q102972903,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze oftwo floral motifs,Soba-choko (noodle sauce cup),,in blue underglaze oftwo floral motifs,,cup
Q102972909,ceramics,cup,Soba-choko (noodle sauce cup) with a design in blue underglaze two Chinese men and bamboo,Soba-choko (noodle sauce cup),,in blue underglaze two Chinese men and bamboo,,cup
Q102972916,ceramics,cup,Soba-choko (noodle sauce cup) with a design in brown glaze of reeds with orange and and white glaze,Soba-choko (noodle sauce cup),,in brown glaze of reeds with orange and and white glaze,,cup
Q102972923,ceramics,cup,Soba-choko (Noodle sauce cup) with a design in green and brown underglaze of plaid checkerboard pattern,Soba-choko (Noodle sauce cup),,in green and brown underglaze of plaid checkerboard pattern,,cup
Q102972929,ceramics,cup,"Soba-choko (noodle sauce cup) with a design of Chinese men, floral motifs in  blue underglaze and green, gold and taupe enamels",Soba-choko (noodle sauce cup),,"of Chinese men, floral motifs in  blue underglaze and green, gold and taupe enamels",,cup
Q102972938,ceramics,cup,Soba-choko (Noodle Sauce Cup) with a Design of Flowers and Bamboo,Soba-choko (Noodle Sauce Cup),,of Flowers and Bamboo,,cup
Q102972950,ceramics,cup,"Soba-choko (Noodle Sauce Cup) with a Design of Trees, Plants, Grasses, and an Inside Border of Lozenges",Soba-choko (Noodle Sauce Cup),,"of Trees, Plants, Grasses, and an Inside Border of Lozenges",,cup
Q102972955,ceramics,cup,Soba-choko (noodle sauce cup) with a palmette design,Soba-choko (noodle sauce cup),,,a palmette design,cup
Q102972962,ceramics,cup,Soba-choko (noodle sauce cup) with brown glaze,Soba-choko (noodle sauce cup),,,brown glaze,cup
Q102972972,ceramics,cup,Soba-choko (noodle sauce cup) with calligraphy on the bottom,Soba-choko (noodle sauce cup),,,calligraphy on the bottom,cup
Q102972979,ceramics,cup,Soba-choko (noodle sauce cup) with celadon glaze with a design in blue underglaze of a cross hatch pattern on the inside rim with a foliate rim,Soba-choko (noodle sauce cup) with celadon glaze,,in blue underglaze of a cross hatch pattern on the inside rim with a foliate rim,,cup
Q102972990,ceramics,cup,Soba-choko (noodle sauce cup) with fluted sides and foliate rim in the shape of chrysanthemum,Soba-choko (noodle sauce cup) with fluted sides and foliate rim,chrysanthemum,,,cup
Q102972998,ceramics,cup,Soba-choko (noodle sauce cup) with green glaze with a pressed seal of a sea plover on base,Soba-choko (noodle sauce cup),,,green glaze with a pressed seal of a sea plover on base,cup
Q102973005,ceramics,cup,Soba-choko (noodle sauce cup) with temmoku glaze,Soba-choko (noodle sauce cup),,,temmoku glaze,cup
Q102973040,ceramics,cup,Soma ware cup with a design of running horse inside,Soma ware cup,,of running horse inside,,cup
Q102973046,ceramics,cup,Soma ware cup with a design of running horse on the outside,Soma ware cup,,of running horse on the outside,,cup
Q102973058,ceramics,cup,Soma ware cup with running horse in relief on the inside,Soma ware cup,,,running horse in relief on the inside,cup
Q102973110,sculpture,bead,Spherical ojime (bead) in the form of mice,Spherical ojime (bead),mice,,,bead
Q102973118,ceramics,whorl,Spindle Whorl,Spindle Whorl,,,,whorl
Q102973143,ceramics,dish,Square dish with a design in blue under glaze of a landscape,Square dish,,in blue under glaze of a landscape,,dish
