qid,label_en,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_statedIn,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_ref1_hash,inception_ref1_statedIn,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,discontinued_date_uuid,discontinued_date_nodeId,discontinued_date_val,discontinued_date_prec,discontinued_date_ref1_hash,discontinued_date_ref1_statedIn,discontinued_date_ref1_referenceUrl,discontinued_date_ref1_retrieved_nodeId,discontinued_date_ref1_retrieved_val,discontinued_date_ref1_retrieved_prec,official_website_uuid,official_website,official_website_work_language,official_website_ref1_hash,official_website_ref1_statedIn,official_website_ref1_referenceUrl,official_website_ref1_retrieved_nodeId,official_website_ref1_retrieved_val,official_website_ref1_retrieved_prec,follows_uuid,follows,follows_start_time_nodeId,follows_start_time_val,follows_start_time_prec,follows_ref1_hash,follows_ref1_statedIn,follows_ref1_referenceUrl,follows_ref1_retrieved_nodeId,follows_ref1_retrieved_val,follows_ref1_retrieved_prec,followed_by_uuid,followed_by,followed_by_start_time_nodeId,followed_by_start_time_val,followed_by_start_time_prec,followed_by_ref1_hash,followed_by_ref1_statedIn,followed_by_ref1_referenceUrl,followed_by_ref1_retrieved_nodeId,followed_by_ref1_retrieved_val,followed_by_ref1_retrieved_prec,publication_interval_uuid,publication_interval_nodeId,publication_interval_val,publication_interval_unit,publication_interval_ref1_hash,publication_interval_ref1_statedIn,publication_interval_ref1_referenceUrl,publication_interval_ref1_retrieved_nodeId,publication_interval_ref1_retrieved_val,publication_interval_ref1_retrieved_prec
Q15764166,Horizons,EBB42284-A807-46C9-8DA0-E3057B5405C8,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,F2CB5AED-61E3-4F66-B668-59BA6336E1A6,92a2dadeb517309aab503fe32eb4cc72,1974-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,F05B5FC8-834E-405E-A820-71651D5DC1C5,http://journals.cambridge.org/action/displayJournal?jid=HOR,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aee50aaa-4684-dba1-a97d-dce7cfc75af5,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15764425,Sociology of Religion,5BC60899-6B10-4698-92A3-22559EF0300E,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,2323dc16-49f0-6c9b-445c-cdd32c172638,8265d15eef883c07a3d4e329b2c3d8f6,1940-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,6B92E946-CFA2-42C2-94A4-6698A4A59247,https://academic.oup.com/socrel,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3fb478c-4196-2b22-1e3c-18308b9768c7,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15764810,Prooftexts,C45FBE62-3166-48DA-9B5B-F56C3835CA94,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,2A412EAE-2656-4714-8439-CAE868CEA234,bcfd24be7ab6e038fc67a2bb23db518a,1981-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,16734149-DC65-47AB-89B9-BD467BABFF38,http://www.iupress.indiana.edu/pages.php?pID=89,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0f8c598-46ea-6afa-5b10-acf072f56212,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15765278,Peace Studies Journal,95694b34-473f-c485-a56c-90d7b6824587,Q30,,,,,,,42313237-4b43-68dc-733f-a45ed1ce6a1f,ce90feaacda74eb7f8326b25fb625c6d,2008-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,26f543fa-44d9-a6ec-c415-81510960f139,http://peacestudiesjournal.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e48e90c9-4d82-afb8-b6ce-79477652c3aa,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15765352,Revue Biblique,999968C2-9BAF-45E1-A796-8E1B0B1B9828,Q31,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,3013E808-C8E8-4A1F-B561-000F8AC8E814,9e31c623aeb7c2fa9ad221433a9a1372,1892-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,D55EBE90-1BC7-4930-8487-0A9C0EF59B3E,http://ebaf.edu/index.php?option=com_content&task=category&sectionid=8&id=27&Itemid=41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e626038c-471a-367b-a987-98ab8293e685,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15766254,Pastoral Psychology,91505cfe-4382-fcc3-9eaa-6a4a2b808e6f,Q30,,,,,,,c9706247-477e-aa8f-39b9-40ba30932ae0,dca421a2ca4aa585d2c45326049993eb,1950-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80fad4ca-4e0b-3b5f-3927-f7b6f1e65f49,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q15766683,Teaching Theology and Religion,51750826-49de-9e75-54d9-efbccb3d076f,Q21,,,,,,,bc68a840-4373-5513-4604-63c14cb64ce1,566896ed1bc98ce4ec8a459edd4d836a,1998-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7967dc5-49ea-bdbc-63aa-a6ffe09f48bd,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15766739,The Germanic Review,E93C240B-7A8F-4CFD-9651-CFC1BFD1CADE,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,7f7a2c7c-4b62-ba42-ba34-1b8649388213,c352a16ab0f68d131f8f244fe3c19fb8,1925-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6e60824-4b89-c7f2-80b1-a80a3acd0191,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15766750,Journal of Children and Poverty,e8991bd5-41db-d406-f463-b3738741a6a2,Q145,,,,,,,5475dcb8-490a-83fa-6067-515bef2fde94,c259e52728c72fb7bf9f41b140e77218,1995-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806971d-4813-b5f4-b51c-28d09af26579,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15767078,Australian Biblical Review,322728DC-9D04-4F63-9A9B-6F435736AD03,Q408,,,,,,,35B36DAB-0A06-4600-8388-5456B0DF0923,d2286155bf180ae2a1a26480f81d9168,1951-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,60891F17-739E-490B-A5F0-31107ABA5A6B,http://www.fbs.org.au/abr.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840c7b7b-44d1-8453-d1e1-3e0dd2af2723,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q15767222,Theology and Sexuality,178856a0-4b8a-4330-db72-96186707bc14,Q21,,,,,,,324aa6f6-45cd-ef84-64ae-7b7a9caccb26,6d4a0c802fc82784e8c8bc0e977700ec,1994-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8487c70a-44d1-c948-0979-88f4ba3552e2,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15767535,Journal of the Society of Christian Ethics,57CB74F8-49CE-4FE8-87B6-378785D2A252,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,0b0115f7-481e-33d3-e8f4-0f981c8842fc,d52588577463d86ae0db06ee93765764,2002-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14d511bb-49b3-bd66-fc9b-590c3b40543a,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15767635,Method and Theory in the Study of Religion,D3B82603-4023-46B2-B3D7-B666F672A0B7,Q55,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,524c3234-4b06-b256-6aab-e47507f36fb3,9930877c43e09a3dd26a2b4a0d5aa9c8,1989-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba69435e-409a-0317-7761-fd01cd12f4a8,f011453e8a63986a49dccdc431d45aaf,2.4,Q5151,,,,,,
Q15816429,Dialog,B4DC6E50-7520-41C8-88D2-245DCFD5AFA1,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac409b0e-4a01-c175-2097-6688fcd53c78,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15816598,Homiletic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500f044-41e6-3dfd-e37f-e637eca70367,http://www.homiletic.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15816830,Black Theology,b2d3117f-4770-1433-944a-2e075fcf3e8a,Q21,,,,,,,219916f4-448e-4c05-a04a-d80e8269beb9,d52588577463d86ae0db06ee93765764,2002-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270996a7-417b-f309-2d43-0bdc2dce27e2,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15816920,Bulletin for the Study of Religion,c7982744-4a34-3610-cf96-f35c3c7c508d,Q21,,,,,,,9f4759fb-419e-5784-abf2-976f643a1c63,4f272fae38ee73a331afd0407cdc74b9,2010-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beea0c25-43d6-7b91-4264-a42c638db4e1,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15817029,Sociological Focus,,,,,,,,,e1195fc0-4921-b2d4-88ad-ee2e04a4cf00,d65bc75db4e9b7fe9540818a36fc82d2,1927-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a41b6cf6-4ac9-93c4-f018-20ab43747e48,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15817589,International Journal of Africana Studies,1c3be914-4d46-23a8-2c61-5d870a6ef299,Q30,,,,,,,fe3e7d18-46ba-7b34-adf3-0ab662bed153,b7d2f0cd6078582b7912deb83efe6450,1992-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,e85abb7e-4e79-70f1-645d-0e946841012b,https://ncbsonline.org/publications/the-international-journal-of-africana-studies/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361bda66-4ac3-dc6f-dab8-f09bd169dd68,dc86ac858e81c19d0582fe2e45b33036,12,Q5151,,,,,,
Q15817868,East European Jewish Affairs,4CDAF03C-CBA0-4CA5-AC9B-0B5B4A8C25E4,Q21,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,861d2812-4cd0-7d72-467e-b8dfb05b593f,b7d2f0cd6078582b7912deb83efe6450,1992-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4eda3f4-49a0-b5e5-07b1-d7d748255557,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15817924,Images: a journal of Jewish art and visual culture,9135ae95-4a5a-9f4a-81ce-f827ce5e8605,Q30,,,,,,,48c3b4c9-4f2d-2c6e-ffd7-da3d15bef84a,bf79b4a0ef5c9675e3340ced2c4949b7,2007-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee1075a5-4540-2082-f91e-c444f56e869d,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q15864016,Christian History Magazine,,,,,,,,,3B1FED9D-3A58-4E75-A663-75DB70EC8CCA,abdaf37f1c0f594a5bc113514412315e,1982-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,9F38289F-504A-43F6-9BFF-9F5E06B101FC,http://www.christianhistoryinstitute.org/magazine/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc6aa92a-4937-1f43-a352-d4a0d6183556,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q1592810,Hebrew Bible and Ancient Israel,b5110b36-47a1-659d-e218-29e1607eeb59,Q183,,,,,,,ee7775d5-4502-34d7-ce21-9871d0899ece,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,A1D09C03-C510-4629-98D8-AECB26075DF9,http://www.mohr.de/hebai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e6d66d-441a-9fa1-c2e4-1e25b1709d7d,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q1667631,International Council of Christians and Jews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e15fc60-442c-dab3-3ab1-fb56f2665f4c,http://www.iccj.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16857550,transversal,6836e6e5-42c2-ea20-607a-f5d438e320c7,Q183,,,,,,,9b5c441b-4350-4732-0cb5-857191254197,6928b7cd3a8b4aff7d73814a5a8f2359,2000-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,07096E00-3B60-41AB-9E0B-70671492BAED,https://juedischestudien.uni-graz.at/de/publikationen/transversal-zeitschrift-fuer-juedische-studien/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba578bc7-4941-cf50-2a80-8f12a539e192,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q1709853,Journal of Late Antiquity,f6c1c5bf-45d8-5478-1b7f-bf1941a8c5e7,Q30,,,,,,,0892B3C2-79D0-47EB-B62B-71CA6578EC0C,e24308ab8fb993eab7558ece4fc50c9c,2008-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,369E9599-6063-4FC8-B6A1-8F7BEF94B1E4,http://www.press.jhu.edu/journals/journal_of_late_antiquity/,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1e0c9dc-490a-1615-ca86-4e45e46d5aea,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q1713347,Junge Kirche,47C6D1D0-A2AE-4783-A95E-C6C77C73BB73,Q183,,,,,,,5C071111-A163-4B35-BC43-C13304443223,531517cced0702a30212b80a44a72556,1933-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,CD1E0E7F-95D5-45ED-A11A-BE50B4DBA9D9,http://www.jungekirche.de,Q188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695e5ad-4b60-2cc0-c821-ae86be3764f5,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q1766173,Choice: current reviews for academic libraries,9AF23E28-8476-405A-AA74-C99B8B392D0A,Q30,,,,,,,466BB30A-DEC5-4024-9852-4855C03306AA,9adc78d0b1f8e9bff61cdffaddf4e606,1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,600B1761-9BF1-4760-982E-344FB817CBA2,http://www.ala.org/ala/mgrps/divs/acrl/publications/choice/index.cfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD07D570-6D2E-45E2-93D0-72D5ECFFED4C,df987bd88716de11cd6c00ad5265736e,1,Q5151,,,,,,
Q18215981,Sage Open,,,,,,,,,054E3E5B-9EEF-402A-A021-A48A2CB410F7,dafb9cf711b15afe91ec0aa7158e57a6,2011-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,9DD4C0A3-D04A-4655-B0A7-FE56B2B927F2,http://www.sagepub.com/journals/Journal202037/title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1825683,The Christian Century,03E41520-DDB0-4192-81FD-2791EFA716B1,Q30,,,,,,,87498C45-546D-4157-B157-C4D618AB2B3B,1f9eca80c6d890b556808a71e7ddb2ca,1884-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,344484C0-C986-4CAA-BFC8-412A5113CD06,http://christiancentury.org,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d49361c-4f16-062b-2902-1e54dd4f2531,2a1dd5c7348e742cbff9fc9b0830003a,2,Q23387,,,,,,
Q18350356,Humanity & Society,C49EBFDB-A6BC-46C3-BC33-BA503153AF0C,Q30,,,,,,,E20D8B48-7FD2-48EF-A3D7-CACEF51F1901,85b531fb33c8188cd865c54d3e930d40,1977-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,82347336-03DE-49AC-9FA7-83BC08CDFCB6,http://www.sagepub.com/journals/Journal202112/,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab150ae3-4ce1-c3bf-9b32-0a47eaf149e9,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q18392457,Spring,cdea172b-4fdb-f3e4-048a-a77e1b6e84a8,Q30,,,,,,,279a92c3-4c38-7a07-b319-f7889b1f5948,31019057564434cce8fbfed1654ce3ca,1941-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc9932cf-4ce8-493c-3deb-f760b324a75f,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q186695,Zeitschrift fuer Kirchengeschichte,cd6b3175-43bd-d670-9573-0d6da72d2921,Q183,,,,,,,,,,,,,,,,,,,,,,,,,,,BE8E58D1-D88F-4F3C-9353-3B99A9C16ECB,http://www.kohlhammer.de/wms/instances/kob/appde/crossproduct/zeitschrift-fuer-kirchengeschichte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720cc5a4-46ae-63c4-602f-ce5f0e9b9a3f,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q186800,Zeitschrift fuer die Alttestamentliche Wissenschaft,40C11F3F-053F-48A7-BC07-DBAB601A9CA7,Q183,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,5662ADB8-F9E4-40FF-8A0F-5E92C5479184,832019413ee81f00f0bb24872b6a78e4,1881-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,BB623443-D80F-45EA-8459-044386F1E88A,https://www.degruyter.com/view/j/zatw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225138db-44c9-0bc1-3390-bccc4ed58c8d,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q19392473,Tidsskrift for teologi og kirke,8EFB1D96-AEA3-483A-ADAB-4D85658F8E43,Q20,,,,,,,bebb8608-4fc5-87e2-b02e-d3e38a7ece9c,dbd0be1d7c1dc59596f8f5fa3fc01747,1930-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb1f9bbd-4c84-2b5c-94a0-3a6958a02a2c,Q12005498,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,
Q1941982,Modern Austrian Literature,2bf8d707-4cc8-f108-7ed9-c54983d607da,Q30,,,,,,,c754d019-4ab5-ba0d-8cbb-f4e172291005,23a11f433153417fd4e9f924c08d94c5,1968-01-01T00:00:00Z,9,,,,,,,352d1836-4bb2-2c5c-1018-1ea1d38ec6f0,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,c3ec0523-4ec7-5bcc-0bd0-bd4a6c717cc6,Q57244407,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,,879fab2d-41ce-4e7f-475c-4eb48a47baa1,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q1952131,The International Journal of Psychoanalysis,63412c1b-4cd6-564b-cf75-ed079cd72396,Q145,,,,,,,C4C97440-D53A-42CF-A8D0-C70C520E9E7A,3d44a90c7b206232517ef00ebce88153,1920-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,4416FE8C-B63D-44F1-8F75-22E00DD0EAE4,http://www.wiley.com/bw/journal.asp?ref=0020-7578,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87b09cb1-4c68-cfa6-8a47-85a1dcd98e87,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q1953273,Nova Religio,CA98813E-E5CA-4240-8AC3-9B0200CA0203,Q30,,,,,,,B0AAEFE9-3331-44A0-8732-DE0A101BE795,c4adedfc632662e20dfe88f702c48a3c,1997-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,E151AE3A-4038-49E7-9229-EC2627A5C84B,http://www.ucpressjournals.com/journal.asp?j=nr,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20081140,Church History : Studies in Christianity and Culture,D64A555C-DE76-4B63-9B01-885D15A01685,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,799DEB5C-0765-48A7-95C5-0B813DC4E7E0,bd09c097cfdf3f9cf62cd6aabdd46f9d,1932-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,7099bed2-4a28-eb6f-5fc8-2f1f287b7916,http://journals.cambridge.org/action/displayJournal?jid=CHH,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6ebdc79-4bf6-a1a3-a8cc-c940375ec045,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q20925657,The American Historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14ecffec-49ae-dc02-b473-07ede538f037,http://tah.oah.org,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2285224,Signs,709AA6B8-3F13-4912-B68F-A2F1E50604AB,Q30,,,,,,,F6872B66-1B71-4DBE-8924-1ED621B3166F,77eebe770e61b3eb3ce1fd5ad04bf75f,1975-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,11AD8E07-803D-446E-AF58-CED5E40DE89A,http://signsjournal.org/,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16565680-401e-f08f-49cc-4daba5e3f4a8,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q22907599,Currents in Theology and Mission,ea5d91fa-4756-163f-e3ca-aa7053b68cc5,Q30,,,,,,,1FC8ACE5-1AD6-433D-8F61-B1E5D74EE4BB,92a2dadeb517309aab503fe32eb4cc72,1974-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,4BF1F6AC-D71F-42F9-8B54-98C4DFB7AF31,http://currentsjournal.org/index.php/currents/index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17916f91-4791-1dfe-fefd-f4076e225c8c,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q22908629,Semeia,109CED74-20D6-4D41-84F3-93AD0CF98DB4,Q30,,,,,,,2A7E2BFA-76EF-4D5A-B3D3-F63D206504C9,7b4c6855b4ab14f15bf69ce8c108b103,1972-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9806add7-4d26-d2f1-724d-11446e6985ff,Q15761611,d52588577463d86ae0db06ee93765764,2002-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,
Q24037678,H-Net Reviews,,,,,,,,,d1af0473-4800-ea6a-89df-44526859dfe7,17c6f9268b93225c363698e76567a8af,1993-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,52a7ee9c-4065-23a8-d06e-7a0f315b4586,http://www.h-net.org/reviews/home.php,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18e381e5-4369-617d-eb40-39bf3ad28d43,df987bd88716de11cd6c00ad5265736e,1,Q5151,,,,,,
Q2412214,The Jewish Quarterly Review,EE6E4B89-06DF-4A25-8C30-2A314C2E0334,Q30,,,,,,,A4BB0C6B-7809-4010-8618-83931D3FCCE3,40c2106ee405286f6c5ee6536ddd22a0,1888-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,10BCE145-0BC1-4AD4-96C3-AB9B299E163F,http://jqr.pennpress.org/,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d9e10c1-4d11-6f60-da25-3861cc826c22,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q27711434,Health progress,77BAF09B-5820-4AF2-A26F-A45828E96CFC,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,2BA4C96A-4093-414D-8BA8-0D1F9626E96F,https://www.chausa.org/publications/health-progress/current-issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48BFD495-A8F9-4A14-ACB1-A3CFDD69C74B,4e384a69288cc3945c15af9fe0192463,2,Q5151,81ba7498af679833f6abdd440079ff3d25482faf,,https://www.chausa.org/publications/health-progress/archives,,,
Q27713170,"Second opinion (Park Ridge, Ill.)",e74207a1-4e01-a584-921a-0b663e156cac,Q30,,,,,,,6e2c1e43-4674-3c4e-f71f-f90d7020eb0f,b0b85edda40019fb5082aa68d172521b,1986-01-01T00:00:00Z,9,,,,,,,717b99f7-407f-b11f-dc5e-360fc56d2d79,d49b98a030ea836c922381a07d3a55a5,1996-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07774c8c-4ee0-2f72-abf6-8d8c263fc417,2a1dd5c7348e742cbff9fc9b0830003a,2,Q23387,,,,,,
Q27715539,Baptist history and heritage,c894e4ee-4971-8c6f-f11a-c58db79f6054,Q30,,,,,,,96e86670-4be0-436d-5b8a-627150fdbb78,11be56eabd530095ce0bf39d2564d4a0,1965-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,2DF05C59-C97F-48CF-8C9E-964A765A618F,http://www.baptisthistory.org/bhhs/journal.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31c5c20b-493b-0369-a47e-b9ff5d2f8ca9,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q27715702,The Centennial review,,,,,,,,,0f482af0-4e06-2dfd-3fba-b8a19d13e6f1,4adf52d33d41b7c844da70947b810e3f,1961-01-01T00:00:00Z,9,,,,,,,ed6c5848-4e28-1ef7-b213-f77c914ed0a3,c5c0b1372c566af0e3d31535e7b831b4,2001-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,cd3e07e7-4720-9467-3268-38faaa6e549e,Q15764632,,,,,,,,,,de1f06a5-4b86-25d0-8900-a3d6899cf2fa,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
