act_id,qid,filename,url
55878,,"Rensig,_Everhard_-_Esau_Gives_up_his_Birthright;_Jacob_and_Esau_with_the_Bowl_of_Pottage_-_Google_Art_Project.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/Rensig,%20Everhard%20-%20Esau%20Gives%20up%20his%20Birthright;%20Jacob%20and%20Esau%20with%20the%20Bowl%20of%20Pottage%20-%20Google%20Art%20Project.jpg"
57871,,Restoration_of_T'ang_dynasty_Nestorian_image_of_Jesus_Christ.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Restoration%20of%20T'ang%20dynasty%20Nestorian%20image%20of%20Jesus%20Christ.jpg
55304,,Resurrection_Chapel_of_Washington_National_Cathedral.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Resurrection%20Chapel%20of%20Washington%20National%20Cathedral.jpg
56892,,Resurrezioneditabita.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Resurrezioneditabita.jpg
54669,Q11825956,Return_of_the_Prodigal_Son_1667-1670_Murillo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Return%20of%20the%20Prodigal%20Son%201667-1670%20Murillo.jpg
54819,,ReuternAbraham.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/ReuternAbraham.jpg
55331,,Riemenschneider_(Werkstatt)_Gottvater_mit_Christus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Riemenschneider%20(Werkstatt)%20Gottvater%20mit%20Christus.jpg
57066,,Rilakloster_Wandgem%C3%A4lde_b_20090407_018.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Rilakloster%20Wandgem%C3%A4lde%20b%2020090407%20018.JPG
56082,,RillaMonasteryExternalMuralsLunetteMartyrsFaithHopeLoveSofia.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/RillaMonasteryExternalMuralsLunetteMartyrsFaithHopeLoveSofia.jpg
51133,,"Rimmer,_William_-_Flight_and_Pursuit_-_1872.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/Rimmer,%20William%20-%20Flight%20and%20Pursuit%20-%201872.jpg"
56797,,"Road_to_Calvary,_by_Frans_Francken_II,_Flemish,_1617,_oil_on_wood_panel_-_Princeton_University_Art_Museum_-_DSC06590.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/Road%20to%20Calvary,%20by%20Frans%20Francken%20II,%20Flemish,%201617,%20oil%20on%20wood%20panel%20-%20Princeton%20University%20Art%20Museum%20-%20DSC06590.jpg"
56900,Q23758352,Robert_Bateman_-_The_Pool_of_Bethesda_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Bateman%20-%20The%20Pool%20of%20Bethesda%20-%20Google%20Art%20Project.jpg
56901,Q23758352,Robert_Bateman_-_The_Pool_of_Bethesda_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Bateman%20-%20The%20Pool%20of%20Bethesda%20-%20Google%20Art%20Project.jpg
54946,,Robert_Campin_-_M%C3%A9rode_Altarpiece_-_WGA14410.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Campin%20-%20M%C3%A9rode%20Altarpiece%20-%20WGA14410.jpg
50255,Q20775687,Robert_David_Wilkie_-_The_Christmas_Party_-_47.1214_-_Museum_of_Fine_Arts.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20David%20Wilkie%20-%20The%20Christmas%20Party%20-%2047.1214%20-%20Museum%20of%20Fine%20Arts.jpg
