commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
artwork,Salvator Mundi with the Child Jesus,,painting by Albrecht Dürer,,46276,,,2022-04-04,,,,,,,,,,,Salvator Mundi with the Child Jesus,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46276,,2022-04-04,,,Q5580,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46276,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Albrecht_D%C3%BCrer_045.jpg,,2022-04-04,,,,1493-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46276,,2022-04-04,,,Q40,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46276,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Albrecht Dürer 045.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46276,,2022-04-04,,,,,,,,
artwork,Birth of Christ,,painting by Bernardo Daddi,,46413,,,2022-04-04,,,,,,,,,,,Birth of Christ,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46413,,2022-04-04,,,Q366562,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46413,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46413,,2022-04-04,,,,1337-01-01T00:00:00Z,9,,1325-01-01T00:00:00Z,9,,1350-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46413,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46413,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Bernardo Daddi 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46413,,2022-04-04,,,,,,,,
artwork,Prophet Malachi,,painting by di Buoninsegna Duccio,,46446,,,2022-04-04,,,,,,,,,,,Prophet Malachi,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46446,,2022-04-04,,,Q15792,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_066.jpg,,2022-04-04,,,,1309-01-01T00:00:00Z,9,,1308-01-01T00:00:00Z,9,,1311-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46446,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46446,,2022-04-04,,,,,,,,,,,,Duccio di Buoninsegna 066.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46446,,2022-04-04,,,,,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_066.jpg,,2022-04-04,
artwork,Bethlehem Mourns Children Killed by Herod,,painting by di Buoninsegna Duccio,,46448,,,2022-04-04,,,,,,,,,,,Bethlehem Mourns Children Killed by Herod,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46448,,2022-04-04,,,Q15792,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46448,,2022-04-04,,,,1309-01-01T00:00:00Z,9,,1308-01-01T00:00:00Z,9,,1311-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46448,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46448,,2022-04-04,,,,,,,,,,,,Duccio di Buoninsegna 057.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46448,,2022-04-04,,,,,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_057.jpg,,2022-04-04,
artwork,Children of Bethlehem killed by Herod's orders (Massacre of the Innocents),,painting by di Buoninsegna Duccio,,46449,,,2022-04-04,,,,,,,,,,,Children of Bethlehem killed by Herod's orders (Massacre of the Innocents),,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46449,,2022-04-04,,,Q15792,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_056.jpg,,2022-04-04,,,,1309-01-01T00:00:00Z,9,,1308-01-01T00:00:00Z,9,,1311-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46449,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46449,,2022-04-04,,,,,,,,,,,,Duccio di Buoninsegna 056.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46449,,2022-04-04,,,,,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_056.jpg,,2022-04-04,
artwork,Prophet Jeremiah,,painting by di Buoninsegna Duccio,,46451,,,2022-04-04,,,,,,,,,,,Prophet Jeremiah,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46451,,2022-04-04,,,Q15792,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_064.jpg,,2022-04-04,,,,1309-01-01T00:00:00Z,9,,1308-01-01T00:00:00Z,9,,1311-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46451,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46451,,2022-04-04,,,,,,,,,,,,Duccio di Buoninsegna 064.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46451,,2022-04-04,,,,,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_064.jpg,,2022-04-04,
artwork,"Bartholomew, the Apostle",,painting by Carlo Crivelli,,46465,,,2022-04-04,,,,,,,,,,,"Bartholomew, the Apostle",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46465,,2022-04-04,,,Q348024,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46465,,2022-04-04,,,,1475-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46465,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46465,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 055.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46465,,2022-04-04,,,,,,,,
artwork,Mourning the Death of Christ,,painting by Carlo Crivelli,,46466,,,2022-04-04,,,,,,,,,,,Mourning the Death of Christ,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46466,,2022-04-04,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_048.jpg,,2022-04-04,,,,1473-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46466,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46466,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 048.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46466,,2022-04-04,,,,,,,,
artwork,Annunciation to Mary,,painting by Carlo Crivelli,,46468,,,2022-04-04,,,,,,,,,,,Annunciation to Mary,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46468,,2022-04-04,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_037.jpg,,2022-04-04,,,,1482-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46468,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46468,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 037.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46468,,2022-04-04,,,,,,,,
artwork,John the Baptist,,painting by Carlo Crivelli,,46471,,,2022-04-04,,,,,,,,,,,John the Baptist,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46471,,2022-04-04,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_046.jpg,,2022-04-04,,,,1473-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46471,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46471,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 046.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46471,,2022-04-04,,,,,,,,
artwork,"Peter, the Apostle",,painting by Carlo Crivelli,,46472,,,2022-04-04,,,,,,,,,,,"Peter, the Apostle",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46472,,2022-04-04,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_045.jpg,,2022-04-04,,,,1473-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46472,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46472,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 045.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46472,,2022-04-04,,,,,,,,
artwork,Apostle,,painting by Carlo Crivelli,,46473,,,2022-04-04,,,,,,,,,,,Apostle,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46473,,2022-04-04,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_049.jpg,,2022-04-04,,,,1473-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46473,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46473,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 049.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46473,,2022-04-04,,,,,,,,
artwork,Madonna Enthroned,,painting by Carlo Crivelli,,46474,,,2022-04-04,,,,,,,,,,,Madonna Enthroned,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46474,,2022-04-04,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_047.jpg,,2022-04-04,,,,1473-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46474,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46474,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 047.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46474,,2022-04-04,,,,,,,,
artwork,Apostle,,painting by Carlo Crivelli,,46476,,,2022-04-04,,,,,,,,,,,Apostle,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46476,,2022-04-04,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_050.jpg,,2022-04-04,,,,1473-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46476,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46476,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 050.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46476,,2022-04-04,,,,,,,,
artwork,"Paul, the Apostle",,painting by Carlo Crivelli,,46477,,,2022-04-04,,,,,,,,,,,"Paul, the Apostle",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46477,,2022-04-04,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_053.jpg,,2022-04-04,,,,1473-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46477,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46477,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 053.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46477,,2022-04-04,,,,,,,,
artwork,"James, the Younger, Apostle",,painting by Carlo Crivelli,,46478,,,2022-04-04,,,,,,,,,,,"James, the Younger, Apostle",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46478,,2022-04-04,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_051.jpg,,2022-04-04,,,,1473-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46478,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46478,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 051.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46478,,2022-04-04,,,,,,,,
artwork,"John, the Apostle",,painting by Carlo Crivelli,,46491,,,2022-04-04,,,,,,,,,,,"John, the Apostle",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46491,,2022-04-04,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_057.jpg,,2022-04-04,,,,1475-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46491,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46491,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 057.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46491,,2022-04-04,,,,,,,,
artwork,Deposition of Christ,,painting by Giovanni Battista Tiepolo,,46516,,,2022-04-04,,,,,,,,,,,Deposition of Christ,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46516,,2022-04-04,,,Q186202,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46516,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Giovanni_Battista_Tiepolo_012.jpg,,2022-04-04,,,,1747-01-01T00:00:00Z,9,,1745-01-01T00:00:00Z,9,,1750-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46516,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46516,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Giovanni Battista Tiepolo 012.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46516,,2022-04-04,,,,,,,,
artwork,Wedding at Cana (top) and Lamentation (bottom),,fresco by Giotto di Bondone,,46518,,,2022-04-04,,,,,,,,,,,Wedding at Cana (top) and Lamentation (bottom),,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46518,,2022-04-04,,,Q7814,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46518,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46518,,2022-04-04,,,,1305-01-01T00:00:00Z,9,,1304-01-01T00:00:00Z,9,,1306-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46518,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46518,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Giotto di Bondone 042.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46518,,2022-04-04,,,,,,,,
artwork,Madonna and Child,,painting by da Fabriano Gentile,,46520,,,2022-04-04,,,,,,,,,,,Madonna and Child,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46520,,2022-04-04,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46520,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_039.jpg,,2022-04-04,,,,1370-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46520,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46520,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 039.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46520,,2022-04-04,,,Q214867,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_039.jpg,,2022-04-04,
artwork,Crucifix,,painting by Giotto di Bondone,,46524,,,2022-04-04,,,,,,,,,,,Crucifix,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46524,,2022-04-04,,,Q7814,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46524,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Giotto_di_Bondone_085.jpg,,2022-04-04,,,,1317-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46524,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46524,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Giotto di Bondone 085.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46524,,2022-04-04,,,,,,,,
artwork,Christ Carrying the Cross to Calvary,"Christ Carrying the Cross label QS:Lit,""cristo portacroce"" label QS:Lja,""十字架を担うキリスト"" label QS:Lfr,""Le portement de croix"" label QS:Lpl,""Jezus dźwigający krzyż"" label QS:Lnl,""De kruisdraging"" label QS:Lru,""Несение креста"" label QS:Lde,""Die Kreuztragung Christi"" label QS:Len,""Christ Carrying the Cross"" label QS:Lsl,""Kristus nosi križ"" label QS:Lmk,""Носење на крстот"" label QS:Les,""Cristo con la Cruz a cuestas""",painting by Giovanni Battista Tiepolo,,46526,,,2022-04-04,,,,,,,,,,,Christ Carrying the Cross to Calvary,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46526,,2022-04-04,,,Q186202,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46526,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Giovanni_Battista_Tiepolo_075.jpg,,2022-04-04,,,,1739-01-01T00:00:00Z,9,,1738-01-01T00:00:00Z,9,,1740-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46526,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46526,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Giovanni Battista Tiepolo 075.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46526,,2022-04-04,,,,,,,,
artwork,Medallions Depicting the Life and Passion of Jesus,,painting by Guido Reni,,46552,,,2022-04-04,,,,,,,,,,,Medallions Depicting the Life and Passion of Jesus,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46552,,2022-04-04,,,Q109061,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46552,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Guido_Reni_056.jpg,,2022-04-04,,,,1597-01-01T00:00:00Z,9,,1596-01-01T00:00:00Z,9,,1598-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46552,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46552,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Guido Reni 056.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46552,,2022-04-04,,,,,,,,
artwork,Peter and Paul,"Sts Peter and Paul label QS:Len,""Sts Peter and Paul"" label QS:Lde,""Hl. Petrus und Hl. Paulus""",painting by Guido Reni,,46554,,,2022-04-04,,,,,,,,,,,Peter and Paul,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46554,,2022-04-04,,,Q109061,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46554,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46554,,2022-04-04,,,,1605-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46554,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46554,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Guido Reni 044.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46554,,2022-04-04,,,,,,,,
artwork,John Baptizing Jesus,,painting by Bernt Notke,,46588,,,2022-04-04,,,,,,,,,,,John Baptizing Jesus,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46588,,2022-04-04,,,Q450490,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46588,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Bernt_Notke_002.jpg,,2022-04-04,,,,1483-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46588,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46588,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Bernt Notke 002.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46588,,2022-04-04,,,,,,,,
artwork,Joseph Gives Corn to His Brothers,"Joseph Selling Wheat to the People label QS:Lde,""Joseph verkauft Korn""",painting by Bartholomeus Breenbergh,,46590,,,2022-04-04,,,,,,,,,,,Joseph Gives Corn to His Brothers,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46590,,2022-04-04,,,Q809318,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46590,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Bartholomeus_Breenbergh_002.jpg,,2022-04-04,,,,1655-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46590,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46590,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Bartholomeus Breenbergh 002.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46590,,2022-04-04,,,,,,,,
information,Annunciation altarpiece with Isaiah and Jeremiah,, painting by Barthélemy d' Eyck,,46614,,,2022-04-04,,,,,,,,,,,Annunciation altarpiece with Isaiah and Jeremiah,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46614,,2022-04-04,,,Q725551,,,,,,,Q3305213,,,,,,,,1443-01-01T00:00:00Z,9,,1443-01-01T00:00:00Z,9,,1444-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46614,,2022-04-04,,,,,,,,,,,,,,,,,,,"Barthélemy d'Eyck - Aix Verkündigung, ca. 1443–45.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46614,,2022-04-04,,,,,,,,
artwork,Adoration of the Magi - Nativity,"The Adoration of the Shepherds label QS:Lit,""L'Adorazione dei pastori"" label QS:Lfr,""L’Adoration des bergers"" label QS:Lsl,""Poklon pastirjev"" label QS:Lpl,""Pokłon pasterzy"" label QS:Lro,""Adoraţia păstorilor"" label QS:Lnl,""De aanbidding van de herders"" label QS:Lru,""Поклонение пастухов"" label QS:Les,""La Adoración de los pastores"" label QS:Lde,""Die Anbetung der Hirten"" label QS:Lpt,""A Adoração dos Pastores"" label QS:Len-gb,""The Adoration of the Shepherds"" label QS:Len,""The Adoration of the Shepherds"" label QS:Lmk,""Поклонение на овчарите"" label QS:Lcy,""Addoliad y Bugeiliaid""",painting by Francisco Zurbarán,,46619,,,2022-04-04,,,,,,,,,,,Adoration of the Magi - Nativity,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46619,,2022-04-04,,,Q209615,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46619,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46619,,2022-04-04,,,,1638-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46619,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46619,,2022-04-04,,,Q19652,Q60332278,Q29940705,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46619,,2022-04-04,,,Francisco de Zurbarán 005.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46619,,2022-04-04,,,,,,,,
artwork,"Job and his Wife, detail",,painting by Georges du Mesnil de La Tour,,46622,,,2022-04-04,,,,,,,,,,,"Job and his Wife, detail",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46622,,2022-04-04,,,Q203371,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46622,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Georges_de_La_Tour_045.jpg,,2022-04-04,,,,1637-01-01T00:00:00Z,9,,1625-01-01T00:00:00Z,9,,1650-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46622,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46622,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Georges de La Tour 045.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46622,,2022-04-04,,,,,,,,
