,commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec,work_qid,work_label
1,artwork,"Salvator Mundi, Savior of the World","Christ blessing, detail Alternative title(s): Salvator mundi, detail",painting by da Messina Antonello,,46074,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5594,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46074,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Antonello_da_Messina_062.jpg,,2022-04-04,,,,1465-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46074,,2022-04-04,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,Antonello da Messina 062.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46074,,2022-04-04,,,,,,,,,Q3945928,Christ Blessing
5,artwork,"Mary - the Annunciation, detail",,painting by da Messina Antonello,,46141,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5594,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46141,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Antonello_da_Messina_037.jpg,,2022-04-04,,,,1475-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46141,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46141,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Antonello da Messina 037.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46141,,2022-04-04,,,,,,,,,Q3332564,Virgin Annunciate
6,artwork,"Fruits and vines, detail","Italian: Madonna della Vittoria Madonna della Vittoria title QS:P1476,it:""Madonna della Vittoria "" label QS:Lit,""Madonna della Vittoria "" label QS:Lsl,""Madonna della Vittoria (Mantegna)"" label QS:Lfr,""La Vierge de la Victoire"" label QS:Les,""Madonna de la Victoria"" label QS:Larz,""مادونا ديلا فيتوريا"" label QS:Lpl,""Matka Boska Zwycięska"" label QS:Lml,""മഡോണ ഡെല്ല വിറ്റോറിയ"" label QS:Lnl,""Madonna della Vittoria"" label QS:Lvec,""Madona de ła Vitòria"" label QS:Lpt,""A Virgem da Vitória"" label QS:Len,""Madonna della Vittoria"" label QS:Lid,""Madonna della Vittoria"" label QS:Lca,""Madonna della Victoria""",painting by Andrea Mantegna,,46152,,,2022-04-04,,,INV 369,Q19675,,https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_103.jpg,,2022-04-04,,,,,,,,,,Q5681,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46152,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_103.jpg,,2022-04-04,,,,1496-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46152,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46152,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Andrea Mantegna 103.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46152,,2022-04-04,,,Q19675,,https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_103.jpg,,2022-04-04,,Q965822,Madonna della Vittoria
7,artwork,Detail of pelicans from painting of Christ at Gethsemane,"The Agony in the Garden of Gethsemane label QS:Lit,""Orazione nell'orto"" label QS:Lfr,""L'Agonie dans le jardin des oliviers"" label QS:Lbe-tarask,""Агонія ў Гефсіманіі"" label QS:Last,""Agonía nel Xardín"" label QS:Lca,""Oració a l'hort de Getsemaní"" label QS:Lde,""Christus im Garten Getsemani"" label QS:Lpt,""Agonia no Getsêmani"" label QS:Lbe,""Агонія ў садзе"" label QS:Lsk,""Utrpenie v záhrade"" label QS:Lpl,""Modlitwa w Ogrójcu"" label QS:Lru,""Моление о чаше"" label QS:Les,""La Agonía en el Jardín de Getsemaní"" label QS:Len,""The Agony in the Garden of Gethsemane"" label QS:Lgl,""A oración do Horto das Oliveiras"" label QS:Leo,""La Agonio en la Ĝardeno"" label QS:Lel,""Η Αγωνία στον Κήπο της Γεθσημανής"" label QS:Lcs,""Utrpení v zahradě"" (detail)",painting by Andrea Mantegna,,46158,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5681,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46158,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_037.jpg,,2022-04-04,,,,1455-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46158,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46158,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Andrea Mantegna 037.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46158,,2022-04-04,,,,,,,,,Q3884945,The Agony in the Garden
8,artwork,Detail of rabbit from painting of Christ at Gethsemane,"The Agony in the Garden of Gethsemane label QS:Lit,""Orazione nell'orto"" label QS:Lfr,""L'Agonie dans le jardin des oliviers"" label QS:Lbe-tarask,""Агонія ў Гефсіманіі"" label QS:Last,""Agonía nel Xardín"" label QS:Lca,""Oració a l'hort de Getsemaní"" label QS:Lde,""Christus im Garten Getsemani"" label QS:Lpt,""Agonia no Getsêmani"" label QS:Lbe,""Агонія ў садзе"" label QS:Lsk,""Utrpenie v záhrade"" label QS:Lpl,""Modlitwa w Ogrójcu"" label QS:Lru,""Моление о чаше"" label QS:Les,""La Agonía en el Jardín de Getsemaní"" label QS:Len,""The Agony in the Garden of Gethsemane"" label QS:Lgl,""A oración do Horto das Oliveiras"" label QS:Leo,""La Agonio en la Ĝardeno"" label QS:Lel,""Η Αγωνία στον Κήπο της Γεθσημανής"" label QS:Lcs,""Utrpení v zahradě"" (detail)",painting by Andrea Mantegna,,46159,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5681,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46159,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_038.jpg,,2022-04-04,,,,1455-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46159,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46159,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Andrea Mantegna 038.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46159,,2022-04-04,,,,,,,,,Q3884945,The Agony in the Garden
9,artwork,"Madonna and Child, detail","German: Altarretabel von San Zeno in Verona, Triptychon, Mitteltafel: Thronende Madonna und Engel San Zeno Altarpiece title QS:P1476,de:""Altarretabel von San Zeno in Verona, Triptychon, Mitteltafel: Thronende Madonna und Engel"" label QS:Lde,""Altarretabel von San Zeno in Verona, Triptychon, Mitteltafel: Thronende Madonna und Engel""",painting by Andrea Mantegna,,46160,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5681,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46160,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_025.jpg,,2022-04-04,,,,1459-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46160,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46160,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Andrea Mantegna 025.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46160,,2022-04-04,,,,,,,,,Q2066739,San Zeno Altarpiece
10,artwork,"Soldiers at the Crucifixion, detail","German: Altarretabel von San Zeno in Verona Szene: Kreuzigung, Detail: Soldaten San Zeno Altarpiece title QS:P1476,de:""Altarretabel von San Zeno in Verona Szene: Kreuzigung, Detail: Soldaten"" label QS:Lde,""Altarretabel von San Zeno in Verona Szene: Kreuzigung, Detail: Soldaten""",painting by Andrea Mantegna,,46161,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5681,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46161,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_030.jpg,,2022-04-04,,,,1459-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46161,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46161,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Andrea Mantegna 030.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46161,,2022-04-04,,,,,,,,,Q2066739,San Zeno Altarpiece
12,artwork,"Luke, the Evangelist, detail of altarpiece","Jesus, St. Lucas altarpiece label QS:Lde,""Altarretabel des Hl. Lukass"" label QS:Len,""Jesus, St. Lucas altarpiece""",painting by Andrea Mantegna,,46163,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5681,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46163,,2022-04-04,,,Q3305213,,,,,,,,1453-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46163,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46163,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Andrea Mantegna 017.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46163,,2022-04-04,,,,,,,,,Q1136780,San Luca Altarpiece
13,artwork,"John, the Evangelist, detail of altarpiece","Jesus, St. Lucas altarpiece label QS:Lde,""Altarretabel des Hl. Lukass"" label QS:Len,""Jesus, St. Lucas altarpiece""",painting by Andrea Mantegna,,46164,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5681,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46164,,2022-04-04,,,Q3305213,,,,,,,,1453-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46164,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46164,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Andrea Mantegna 015.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46164,,2022-04-04,,,,,,,,,Q1136780,San Luca Altarpiece
14,artwork,"Jesus Christ, detail of altarpiece","Jesus, St. Lucas altarpiece label QS:Lde,""Altarretabel des Hl. Lukas"" label QS:Len,""Jesus, St. Lucas altarpiece""", painting by Andrea Mantegna,,46165,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5681,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46165,,2022-04-04,,,Q3305213,,,,,,,,1453-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46165,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46165,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Andrea Mantegna 013.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46165,,2022-04-04,,,,,,,,,Q1136780,San Luca Altarpiece
20,artwork,"Jerome in his Study, detail","Saint Jerome in his Study label QS:Lit,""San Girolamo nel suo studio"" label QS:Lde,""Der heilige Hieronymus im Gehäus"" label QS:Len,""Saint Jerome in his Study""",painting by da Messina Antonello,,46215,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5594,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46215,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Antonello_da_Messina_-_St_Jerome_in_his_study_-_National_Gallery_London_-_detail.jpg,,2022-04-04,,,,1474-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46215,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46215,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Antonello da Messina - St Jerome in his study - National Gallery London - detail.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46215,,2022-04-04,,,,,,,,,Q2715353,Saint Jerome in His Study
22,artwork,"Codex aureus of St. Emmeram, cover portrait of Abbot Ramwoldus",,painting by Adalpertus,,46218,,,2022-04-04,,,,,,,,,,,,,,,,,,Q348300,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Adalpertus_001.jpg,,2022-04-04,,,,1000-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46218,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46218,,2022-04-04,,,,,,,,,,,,Adalpertus 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46218,,2022-04-04,,,,,,,,,Q348300,Adalpertus
31,artwork,"Susanna's Bath, detail","Susanna and the Elders label QS:Lit,""Susanna e i vecchioni"" label QS:Lfr,""Suzanne et les vieillards"" label QS:Lca,""Susana i els vells"" label QS:Lde,""Susanna im Bade"" label QS:Lpt,""Susana e os anciãos"" label QS:Lbe,""Сусана і старцы"" label QS:Lda,""Susanna i badet"" label QS:Lro,""Istoria Susanei"" label QS:Lja,""スザンナと長老たち"" label QS:Lsv,""Susanna i badet"" label QS:Lpl,""Zuzanna i starcy"" label QS:Lhe,""שושנה והזקנים"" label QS:Lnl,""Suzanna en de ouderlingen"" label QS:Ltl,""Aklat ni Susana"" label QS:Len,""Susanna and the Elders"" label QS:Les,""Susana y los viejos"" label QS:Lmk,""Сусана и старешините"" label QS:Lru,""Сусанна и старцы"" Detail",painting by Albrecht Altdorfer,,46241,,,2022-04-04,,,,,,,,,,,,,,,,,,Q153746,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46241,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Albrecht_Altdorfer_038.jpg,,2022-04-04,,,,1526-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46241,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46241,,2022-04-04,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Albrecht_Altdorfer_038.jpg,,2022-04-04,,,Albrecht Altdorfer 038.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46241,,2022-04-04,,,,,,,,,Q25986,Susanna and the Elders
35,artwork,The Risen Christ and Noli Me Tangere,"No. 37 Scenes from the Life of Christ: 21. Resurrection label QS:Len,""No. 37 Scenes from the Life of Christ: 21. Resurrection"" label QS:Lde,""Freskenzyklus in der Arenakapelle in Padua (Scrovegni-Kapelle), Szene: Noli me tangere""",fresco by Giotto di Bondone,,46250,,,2022-04-04,,,,,,,,,,,,,,,,,,Q7814,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46250,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46250,,2022-04-04,,,,1305-01-01T00:00:00Z,9,,1304-01-01T00:00:00Z,9,,1306-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46250,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46250,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Giotto di Bondone 038.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46250,,2022-04-04,,,,,,,,,Q3933580,Resurrection
36,artwork,"Crucifixion with Mary and John, detail of Christ","Christ on the Cross with Mary and St John label QS:Lde,""Christus am Kreuz mit Maria und Johannes"" label QS:Len,""Christ on the Cross with Mary and St John""",painting by Albrecht Altdorfer,,46263,,,2022-04-04,,,,,,,,,,,,,,,,,,Q153746,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46263,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Albrecht_Altdorfer_-_Kreuzigung_Detail_(Gem%C3%A4ldegalerie_Alte_Meister_Kassel).jpg,,2022-04-04,,,,1515-01-01T00:00:00Z,9,,1515-01-01T00:00:00Z,9,,1516-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46263,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46263,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Albrecht Altdorfer - Kreuzigung Detail (Gemäldegalerie Alte Meister Kassel).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46263,,2022-04-04,,,,,,,,,Q55854897,Crucifixion with Mary and John
38,artwork,Birth of Christ,,painting by Albrecht Dürer,,46271,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5580,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46271,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46271,,2022-04-04,,,,1504-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46271,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46271,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Albrecht Dürer 068.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46271,,2022-04-04,,,,,,,,,Q571122,Paumgartner altarpiece
41,artwork,"Job on the dunghill, and his wife pours water on his sores",,painting by Albrecht Dürer,,46323,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5580,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46323,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Albrecht_D%C3%BCrer_043.jpg,,2022-04-04,,,,1501-01-01T00:00:00Z,9,,1500-01-01T00:00:00Z,9,,1503-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46323,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46323,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Albrecht Dürer 043.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46323,,2022-04-04,,,,,,,,,Q3428032,Jabach Altarpiece
42,artwork,The Apostles Mark and Paul,,painting by Albrecht Dürer,,46325,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5580,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46325,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46325,,2022-04-04,,,,1526-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46325,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46325,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Albrecht Dürer 027.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46325,,2022-04-04,,,,,,,,,Q829270,The Four Apostles
52,artwork,"Madonna with angels, saints and apostles",,painting by di Buoninsegna Duccio,,46450,,,2022-04-04,,,,,,,,,,,,,,,,,,Q15792,,,,,,,Q3305213,,,,,,,,1309-01-01T00:00:00Z,9,,1308-01-01T00:00:00Z,9,,1311-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46450,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46450,,2022-04-04,,,,,,,,,,,,Duccio di Buoninsegna 054.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46450,,2022-04-04,,,,,,,,,Q667202,Maestà
66,artwork,"Slaughter of the Innocents, detail","The Massacre of the Innocents label QS:Les,""Matanza de los Inocentes"" label QS:Lhu,""Aprószentek"" label QS:Lca,""Massacre dels Innocents"" label QS:Lde,""Betlehemitischer Kindermord"" label QS:Lbe,""Забойства немаўлят"" label QS:Lfa,""کشتار بی‌گناهان"" label QS:Lzh,""諸聖嬰孩慶日"" label QS:Lda,""Barnemordet i Betlehem"" label QS:Lksh,""Daach von de Unscholdije Pänz"" label QS:Lja,""幼児虐殺"" label QS:Lhe,""טבח החפים מפשע"" label QS:Lla,""Dies Sanctorum Innocentium"" label QS:Lfi,""Betlehemin lastenmurha"" label QS:Leo,""Masakro de la Senpekuloj"" label QS:Lcs,""Vraždění betlémských neviňátek/Mláďátka"" label QS:Lta,""மாசில்லா குழந்தைகள் படுகொலை"" label QS:Lan,""Día d'os santos inocents"" label QS:Lfr,""Le Massacre des Innocents"" label QS:Lpt,""Massacre dos Inocentes"" label QS:Lmt,""Qerda tal-innoċenti"" label QS:Lsr,""Покољ младенаца витлејемских"" label QS:Lsl,""Pokol nedolžnih otrok"" label QS:Lvi,""Các thánh Anh Hài"" label QS:Lpt-br,""Massacre dos Inocentes"" label QS:Lsv,""Värnlösa barns dag"" label QS:Lth,""การประหารทารกผู้วิมล"" label QS:Lpl,""Rzeź niewiniątek"" label QS:Lml,""കുഞ്ഞിപ്പൈതങ്ങൾ"" label QS:Lnl,""De kindermoord te Bethlehem"" label QS:Lru,""Избиение младенцев"" label QS:Lit,""La Strage degli innocenti"" label QS:Loc,""Chaple dels Innocents"" label QS:Lmk,""Колежот на витлеемските младенчиња"" label QS:Len,""The Massacre of the Innocents"" label QS:Lar,""مذبحة الأبرياء"" label QS:Lel,""Η σφαγή των νηπίων"" label QS:Lbr,""Inosanted santel"" detail",painting by Guido Reni,,46515,,,2022-04-04,,,,,,,,,,,,,,,,,,Q109061,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46515,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Guido_Reni_-_Massacre_of_the_Innocents_detail2_-_Pinacoteca_Nazionale_Bologna.jpg,,2022-04-04,,,,1611-01-01T00:00:00Z,9,,1611-01-01T00:00:00Z,9,,1612-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46515,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46515,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Guido Reni - Massacre of the Innocents detail2 - Pinacoteca Nazionale Bologna.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46515,,2022-04-04,,,,,,,,,Q2448678,Massacre of the Innocents
70,artwork,Annunciation,"No. 15 Annunciation: The Virgin Receiving the Message label QS:Len,""No. 15 Annunciation: The Virgin Receiving the Message"" label QS:Lde,""Freskenzyklus in der Arenakapelle in Padua (Scrovegni-Kapelle), Szene: Maria der Verkündigung"" (detail)",fresco by Giotto di Bondone,,46521,,,2022-04-04,,,,,,,,,,,,,,,,,,Q7814,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46521,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46521,,2022-04-04,,,,1305-01-01T00:00:00Z,9,,1304-01-01T00:00:00Z,9,,1306-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46521,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46521,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Giotto di Bondone 036.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46521,,2022-04-04,,,,,,,,,Q3618182,The Annunciation
72,artwork,Crucifixion,,painting by Jan van Eyck,,46525,,,2022-04-04,,,,,,,,,,,,,,,,,,Q102272,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46525,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Jan_van_Eyck_056.jpg,,2022-04-04,,,,1430-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46525,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46525,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Jan van Eyck 056.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46525,,2022-04-04,,,,,,,,,Q574004,Crucifixion and Last Judgement diptych
77,artwork,Nativity Scene,"Italian: Adorazione dei pastori Adoration of the shepherds title QS:P1476,it:""Adorazione dei pastori "" label QS:Lit,""Adorazione dei pastori "" label QS:Len,""Adoration of the shepherds""",painting by Guido Reni,,46561,,,2022-04-04,,,,,,,,,,,,,,,,,,Q109061,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46561,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Guido_Reni_Neapolitan_Baroque_painting_(1630%E2%80%931642).jpg,,2022-04-04,,,,1636-01-01T00:00:00Z,9,,1630-01-01T00:00:00Z,9,,1642-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46561,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46561,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Guido Reni Neapolitan Baroque painting (1630–1642).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46561,,2022-04-04,,,,,,,,,Q111213923,Adoration of the shepherds
