qid,label_en,act_id,dimension,status,inception_val
Q122959562,"Laon; Hell; right archivolts of the left portal, west facade (Portal of Last Judgment)",27239,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959563,"Laon; Mary visits Elizabeth; left jamb figures of the north portal, west facade (Nativity Portal)",27240,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959564,"Laon; Last Judgment, Jesus Christ, Virgin Mary, apostles, St. Michael, the elect, the dead, virgins, Abraham, angels, Devil; the archivolts, lintel and tympanum of the south portal, west facade (Last Judgment Portal)",27241,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959565,Laon; Stained Glass (1),27244,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959566,"Laon; Liberal Arts, Virgin Mary; Rose window of north transept",27245,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959567,"Laon; Liberal Arts, Virgin Mary; Rose Window of north transept",27246,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959568,Laon; St. Stephen and Theophilus; north stained glass window of east facade (flat chevet),27247,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959569,Laon; Easter; center stained glass window of east facade (flat chevet),27248,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959570,Laon; Nativity; south stained glass window of east facade (flat chevet),27249,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959571,Laon; Post-Apocalyptic Church; Great Rose Window of east facade (flat chevet),27250,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959572,"Laon; left jamb figures of the south portal, west facade (Last Judgment Portal)",27251,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959573,"Laon; Virgin Mary, Jesus Christ; gable of the center portal, west facade",27252,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959574,"Laon; Last Judgment, Jesus Christ, Virgin Mary, apostles, St. Michael, the elect, the dead, the wise and foolish virgins, Abraham, angels, Devil; the archivolts, lintel and tympanum of the south portal, west facade (Last Judgment Portal)",27253,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959575,"Laon; Virgin Mary, Jesus Christ, Death and Burial of Mary; trumeau, lintel and right jamb figures of the center portal, west facade (Coronation Portal)",27254,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959576,"Laon; Virgin Mary, Jesus Christ; Death, Assumption and Coronation of the Virgin; trumeau, lintel, tympanum, and the left jamb figures of the center portal, west facade (Coronation Portal)",27255,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959577,"Laon; Virgin Mary, Jesus Christ; trumeau of the center portal, west facade (Coronation Portal)",27256,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959579,"Laon; Last Judgment, Jesus Christ, Virgin Mary, St. Michael, Abraham; archivolts, lintel, tympanum and jamb figures of the south portal, west facade (Last Judgment Portal)",27257,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959580,"Laon; Simeon, John the Baptist; right jamb figures of the center portal, west facade (Coronation Portal)",27258,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122960161,"Laon; Tree of Jesse, Abraham, Moses, Samuel, David, angels, prophets; archivolts above the left jamb figures of the center portal, west facade (Coronation Portal)",49995,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959429,"Senlis; Jacob (Isaiah), David; right embrasure, jamb figures, central portal, west facade",27099,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959581,"Senlis; Moses, Abraham, Isaac; left embrasure, jamb figures, central portal, west facade",28134,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959582,"Senlis; Virgin Mary; lintel, central portal, west facade",28135,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959583,"Senlis; voussoirs, capitals and jamb figures, right side, central portal, west facade",28136,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959584,"Senlis; Coronation of the Virgin; voussoirs, central portal, west facade",28137,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959585,"Senlis; John the Baptist, Samuel (Aaron), Moses; left embrasure, jamb figures, central portal, west facade",28138,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959586,"Senlis; Simeon, Jeremiah, Jacob (Isaiah), David; right embrasure, jamb figures, central portal, west facade",28140,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959587,"Senlis; Simeon, Jeremiah; right embrasure, jamb figures, central portal, west facade",28141,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959589,"Senlis; Assumption of the Virgin; lintel, central portal, west facade",28142,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959591,"Senlis; Coronation of Mary; detail above tympanum, central portal, west facade",28143,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959592,"Senlis; Coronation of Mary; detail of tympanum, central portal, west façade (Detail)",28144,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959593,"Senlis; Coronation of Mary; detail of tympanum, central portal, west facade",28145,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959594,"Senlis; Tree of Jesse,  precursors of Christ, patriarchs, prophets; detail of left voussoirs, central portal, west facade",28146,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959595,"Senlis; Bestiary, labors of the months; detail of left embrasure under jamb figures, central portal, west facade",28147,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959596,"Senlis; labors of the months; detail of right embrasure under jamb figures, central portal, west facade",28148,3D,inception prior to copyright cutoff,1170-01-01T00:00:00Z
Q122959331,"Chartres Cathedral; Jesus Christ; ""Notre Dame de la Belle Verriere"" window, south-east interior",26271,3D,inception prior to copyright cutoff,1180-01-01T00:00:00Z
Q122959332,"Chartres Cathedral; Jesus Christ; ""Notre Dame de la Belle Verriere"" window, south-east interior",26272,3D,inception prior to copyright cutoff,1180-01-01T00:00:00Z
Q122959333,"Chartres Cathedral; Jesus Christ; ""Notre Dame de la Belle Verriere"" window, south-east interior",26273,3D,inception prior to copyright cutoff,1180-01-01T00:00:00Z
Q122959392,"Chartres Cathedral; Mary, Jesus; ""Notre Dame de la Belle Verriere"" window, south-east interior",26356,3D,inception prior to copyright cutoff,1180-01-01T00:00:00Z
Q122959428,Noyon Cathedral; lives of saints,27093,3D,inception prior to copyright cutoff,1180-01-01T00:00:00Z
Q122959446,"Sens; interior, stained glass window",27125,3D,inception prior to copyright cutoff,1180-01-01T00:00:00Z
Q122959440,"Sens; Life of John the Baptist ; left portal, west facade (John the Baptist Portal)",27118,3D,inception prior to copyright cutoff,1185-01-01T00:00:00Z
Q122960063,"Sculputure, Notre Dame du Port, Clermont-Ferrand",47065,3D,inception prior to copyright cutoff,1185-01-01T00:00:00Z
Q122960064,"Sculpture with wooden doors, Notre Dame du Port, Clermont-Ferrand",47066,3D,inception prior to copyright cutoff,1185-01-01T00:00:00Z
Q122960065,"Stained Glass, Notre Dame du Port, Clermont-Ferrand",47068,3D,inception prior to copyright cutoff,1185-01-01T00:00:00Z
Q122960066,"Murals, Notre Dame du Port, Clermont-Ferrand",47069,3D,inception prior to copyright cutoff,1185-01-01T00:00:00Z
Q122960067,"Notre Dame du Port, Clermont-Ferrand - a ""Black Madonna""",47071,3D,inception prior to copyright cutoff,1185-01-01T00:00:00Z
Q122959430,"Sens; labors of the months, zodiac, calendar, bestiary; socles, right side, central portal, west facade",27110,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959431,"Sens; labors of the months, zodiac signs, calendar, bestiary; socles, right side, central portal, west facade",27111,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959432,"Sens; St. Stephen; trumeau, central portal, west facade",27112,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959433,"Sens; Wise Virgins; left chambranle, central portal, west facade",27113,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959434,"Sens; foolish virgins; right chambranle, central portal, west facade",27114,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959436,"Sens; Liberal Arts, Calendar; socles, left side, central portal, west facade",27115,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959438,"Sens; Liberal Arts, Calendar, Bestiary; socles, left side, central portal, west facade",27116,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959441,"Sens; Coronation, Death, and Assupmtion of the Virgin; right portal, west facade (Portal of the Virgin)",27119,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959442,"Sens; Liberal Arts, Calendar, Bestiary; socles, left side, central portal, west facade",27120,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959443,"Sens; Largitas; right socle, left portal, west facade (John the Baptist Portal)",27121,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959444,"Sens; Avarice; left socle, left portal, west facade (Portal of John the Baptist)",27122,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959445,"Sens; Life of Mary; socles, right portal, west facade",27123,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959448,"Sens; foolish virgins, Calendar, Bestiary; right side, central portal, west facade",27127,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959597,"Sens; Liberal Arts, Calendar; socles, left side, central portal, west facade",28319,3D,inception prior to copyright cutoff,1195-01-01T00:00:00Z
Q122959599,"Chartres Cathedral; Garden of Eden, Temptation, Fall; ""Good Samaritan"" window, interior stained glass window",28333,3D,inception prior to copyright cutoff,1200-01-01T00:00:00Z
Q122959600,"Chartres Cathedral; Creation, Garden of Eden, Adam and Eve, Good Samaritan; ""Good Samaritan"" window, interior stained glass",28337,3D,inception prior to copyright cutoff,1200-01-01T00:00:00Z
Q122959602,Chartres Cathedral; Life of St. Eustace; interior stained glass,28338,3D,inception prior to copyright cutoff,1200-01-01T00:00:00Z
Q122959318,"Chartres Cathedral; Moses, Samuel, Aaron; left embrasure jamb figures, central portal, north transept",26238,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959320,"Chartres Cathedral; Mary, the mother of Jesus, apostles, angels; lintel of central portal, north transept",26242,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959321,"Chartres Cathedral; Isaiah (Jacob), Jesse, Jeremiah, Simeon, Jesus, John the Baptist, Peter; right embrasure, central portal, north transept",26243,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959323,"Chartres Cathedral; Melchizedek, Abraham, Isaac, Moses, Aaron (Samuel), David; left embrasure jamb figures, central portal, north transept",26244,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959324,"Chartres Cathedral; Coronation, Death and Assumption of the Virgin; tympanum and lintel, central portal, north transept",26246,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959325,"Chartres Cathedral; Coronation of the Virgin; tympanum of central portal, north transept",26247,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959326,"Chartres Cathedral; Samuel, David; left embrasure jamb figures, central portal, north transept",26248,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959327,"Chartres Cathedral; Isaiah, Jeremiah; jamb figures, right embrasures, central portal, north transept",26249,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959329,"Chartres Cathedral; Melchizedek, Abraham, Isaac, Samuel or Aaron, David; left embrasure jamb figures, central portal, north transept",26251,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959330,"Chartres Cathedral; Melchizedek, Abraham, Isaac, Moses, Samuel (Aaron), David; left embrasure jamb figures of the central portal, north transept",26252,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959393,"Chartres Cathedral; Melchizedek, Abraham, Isaac, Moses; left embrasure jamb figures, central portal, north transept",26357,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959403,"Chartres Cathedral; Massacre of the children of Bethlehem; left capitals, north portal, west facade",26367,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959412,"Chartres Cathedral; Joseph, Judith (Sarah), Jesus Son of Sirach; right embrasure, right portal, north transept",26375,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959414,"Chartres Cathedral; Balaam, Queen of Sheba, Solomon; left embrasure figures, right portal, north transept",26378,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959415,"Chartres Cathedral; Balaam, Queen of Sheba, Solomon; bases of left embrasure figures, right portal, north transept",26379,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959416,"Chartres Cathedral; Joseph, Judith (Sibyl), Jesus Son of Sirach; right embrasure, right portal, north transept",26380,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959417,"Chartres Cathedral; Nativity, Adoration of Magi, Wise and Foolish Virgins, Virtues and Vices, Twelve Fruits of Holy Spirit; tympanum, left portal, north transept",26381,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959418,"Chartres Cathedral; Mary, Elizabeth, Daniel (Zechariah); right embrasure, left portal, north transept",26383,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959419,"Chartres Cathedral; Mary, Elizabeth, Daniel (Zechariah); right embrasure, left portal, north transept",26384,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959420,"Chartres Cathedral; Isaiah, Gabriel, Mary; left embrasure jamb figures, left portal, north transept",26385,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959598,"Chartres Cathedral; Nativity; left portal, north transept",28332,3D,inception prior to copyright cutoff,1207-01-01T00:00:00Z
Q122959449,"Reims; gargoyle between the central and the north portals, west facade",27128,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959450,"Reims; Jesus Christ, pilgrims, angels, Emmaus, hell, Limbo; archivolts on the right side of the north portal, west facade",27129,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959451,"Reims; Simeon, John the Baptist, Isaiah; right jamb figures of the south portal, west facade",27130,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959452,Reims; River of the Paradise; figure on the buttress between the center and the north portals,27131,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959454,"Reims; Presentation in the temple, Queen of Sheba, Isaiah, Joseph, Mary, Simeon, and a servant girl; jamb figure on the buttress between the north and the central portals, west facade, and the left jamb figures of the central portal",27132,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959455,"Reims; Abraham, Isaac, Aaron; right jamb figures of the south portal, west facade",27133,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959456,"Reims; Visitation, Virgin Mary, Elizabeth; right jamb figures of the central portal, west facade",27134,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959457,"Reims; Presentation in the Temple, Anna; left jamb figure of the central portal, west facade",27135,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959458,"Reims; Isaiah, Moses, Abraham, Isaac; right jamb figures of the south portal, west facade",27137,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959459,"Reims; Coronation of the Virgin; archivolts at the top of the center portal, west facade",27138,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959460,"Reims; St. Calixtus, St Nicaisius, Clovis, St. Remi, Job, Jesus Christ; trumeau and tympanum of the central portal, north facade (Portal of Saints)",27139,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959461,"Reims; Coronation of the Virgin; left side of the archivolts of the central porch, west facade",27140,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959462,"Reims; Temptation in the Wilderness, Jesus Christ; left side of the archivolts of the north portal, west facade",27142,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959464,"Reims; Coronation of the Virgin; central portal, west facade",27143,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959465,"Reims; Jesus Christ, Coronation of the Virgin; Rose Window of the south transept",27144,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959467,"Reims; Annunciation, Gabriel and Mary; right jamb figures of the central portal, west facade",27145,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959468,"Reims; Crucifixion, Jesus Christ; gable above the north portal, west facade",27146,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959469,Reims; Virgin and the Child; right portal of the north transept,27147,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959470,"Reims; Passion; left side of the archivolts of the north portal, west facade",27148,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959472,"Reims; Presentation in the temple, Joseph, Mary, Jesus Christ, Simeon; left jamb figures of the central portal, west facade",27149,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959473,"Reims; Jesus Christ, John the Baptist, Herod, Zechariah; statues on the right reverse side of the central portal, west facade",27150,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959474,"Reims; Florent, Eutropia, John, Rigobert, Queen of Sheba, Isaiah, Joseph the father of Jesus, Virgin Mary, Jesus Christ, Simeon; jamb figures flanking the buttress between the north and the central portals, west facade",27151,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959475,"Reims; stained-glass window on the tympanum of the south portal, west facade",27153,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959476,"Reims; Coronation of the Virgin; top portion of the archivolts of the central portal, west facade",27154,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959477,"Reims; Stephen, Nicholas, Helen, Denis, angel; left jamb figures of the north portal, west facade",27155,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959478,"Reims; Last Judgment, Jesus Christ; gable above the south portal, west facade",27156,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959479,"Reims; Creation, God the Creator, Adam, Eve, Cain, Abel, Virgin Mary, Jesus Christ; Rose of the north transept",27157,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959480,Reims; statues of kings in restoration at Tau Museum,27158,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959481,"Reims; Passion of Christ; right side of the archivolts of the north portal, west facade",27159,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959482,"Reims; Visitation, Virgin Mary, Elizabeth; right jamb figures of the central portal, west facade",27160,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959483,"Reims; Book of Revelation, St. John, angels; left side of the archivolts of the south portal, west facade",27161,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959484,"Reims; St. Florent, St. Eutropia, St. John; right jamb figures of the north portal, west facade",27162,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959487,"Reims; St. Nicaisius, St. Eutropia, St. Remi, Job, angels, bishops, patriarchs and popes; left side of the central portal, north transept (Portal of Saints)",27163,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959488,"Reims; St. Florent, St. Eutropia, St. John, St. Rigobert, Queen of Sheba, Isaiah; right jamb figures of the north portal, west facade",27164,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959489,"Reims; Annunciation, Visitation, Gabriel and Mary, Elizabeth, David, Solomon, Bishop Remi, Callixtus; jamb figures between the central and the south portals, west facade",27165,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959490,"Reims; figure on a butress, south facade",27166,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959491,"Reims; John the Baptist, Isaiah, David, Virgin Mary, Anne, Joachim, angel; left reverse side of the central portal, west facade",27167,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959492,Reims; Annunciation; gable of the north transept,27169,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959493,"Reims; St. Nicaisius, St. Eutropia, angel; left jamb figures of the central portal, north transept (Portal of Saints)",27171,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959494,"Reims; Calixtus, Nicaisius, Eutropia, Clovis, Remi, Job, Jesus Christ, bishops, patriarchs, popes, angels, demons; central portal of the north transept (Portal of Saints)",27172,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959495,"Reims; Last Judgment; left side of the archivolts of the south portal, west facade",27173,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959496,"Reims; Presentation in the Temple, Joseph the father of Jesus; left jamb figures of the central portal, west facade",27174,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959497,"Reims; Christmas crib, Massacre of the Innocents, Flight into Egypt, Gideon's Fleece, Burning Bush, Anne, Joachim, Isaiah, Virgin Mary; left reverse side of the central portal, west facade",27175,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959498,"Reims; Last Judgment, Virtues and Vices, the resurrection of the bodies, Jesus Christ (Beau Dieu), St. Paul, St. James, St. John, the elect and the damned, the foolish virgins, deacons, angels; right side of the north portal of the north transept",27176,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959499,"Reims; Presentation in the temple, Mary, the infant Jesus, Simeon; left jamb figures of the central portal, west facade",27178,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959500,"Reims; Helen, Denis, the angel of the smile; left jamb figures of the north portal, west facade",27179,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959501,"Reims; Calixtus, Clovis, Remi, Job, Jesus Christ, bishops, patriarchs, popes, angels, demons; right side of the central portal of the north transept (Portal of Saints)",27180,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959502,"Reims; Coronation of the Virgin, Assumption of the Virgin; central portal and the Rose Window of the west facade",27181,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959503,Reims; sculptures on the buttress of the south tower,27182,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959504,"Reims; Annunciation, Gabriel and Mary; right jamb figures of the central portal, west facade",27183,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959506,"Reims; Annunciation and Visitation: Gabriel, Mary, Elizabeth, David; right jamb figures of the central portal, west facade",27184,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959507,"Reims; Passion, Coronation of the Virgin, Last Judgment; portals of the western facade",27185,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959508,"Reims; Annunciation and Visitation: Gabriel, Mary, Elizabeth, David, Solomon, Bishop Remi, Calixtus, apostles; jamb figures flanking the buttress between the central and the south portals",27186,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959509,"Reims; Seven Plagues of the Seven Cups, Horsemen of the Apocalypse, Trumpets of the Judgment, Thousand Year Reign; top portion of the right archivolts of the south portal, west facade",27187,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959510,"Reims; Last Judgment, Virtues and Vices, the resurrection of the bodies, Jesus Christ (Beau Dieu),  St. Bartholomew, St. Andrew, St. Peter, St. Paul, St. James, St. John, the elect and the damned, Abraham, the wise virgins, the foolish virgins, ...",27188,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959511,"Reims; Abraham, Isaac, Aaron; right jamb figures of the south portal, west facade",27189,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959512,"Reims; Calixtus, apostles; left jamb figures of the south portal, west facade",27190,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959513,"Reims; Last Judgment; tympanum and the archivolts of the south portal, west facade",27191,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959514,"Reims;  Afre, Helen, Jerome, Jesus Christ, the Hebrews, musicians, angels; right side of the archivolts of the central portal, west facade",27192,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959515,"Reims; Coronation of the Virgin; gable of the central portal, west facade",27193,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959516,"Reims; Church, Synagogue, Assumption of the Virgin, Coronation of the Virgin, Jesus Christ; south transept",27194,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959517,"Reims; Litanies of Mary; small rose-window of the central portal, west facade",27195,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959518,"Reims; St. Nicaisius, St. Remi, Job, Jesus Christ; left side of the tympanum of the central portal, the north transept (Portal of Saints)",27196,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959519,Reims; southern tower,27197,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959520,"Reims; Simeon, John the Baptist, Isaiah, Moses, Abraham, Isaac; right jamb figures of the south portal, west facade",27198,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959521,"Reims; Coronation of the Virgin; left side of the archivolts of the central portal, west facade",27199,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959523,"Reims; Last Judgment; right side of the archivolts of the south portal, west facade",27200,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959524,Reims; Coronation of the Virgin; central portal of west facade,27201,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959525,"Reims; Last Judgment, Virtues and Vices, the resurrection of the bodies, Jesus Christ (Beau Dieu), St. Bartholomew, St. Andrew, St. Peter, the elect and the damned, Abraham, the wise virgins, deacons, angels",27202,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959526,"Reims; Annunciation, Gabriel; right jamb figure of the central portal, west facade",27203,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959527,Reims; River of the Paradise; bottom of the arch between the central and south portals,27204,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959528,Reims; Saints; central portal of the north transept (Portal of Saints),27205,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959529,Reims; gargoyle between the central and the south portals,27206,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959530,"Reims; Conversion of Paul; lintel of the south portal, west facade",27207,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959531,"Reims; St. Remi, St. Calixtus, apostles; left jamb figures of the south portal, west facade",27208,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959533,"Reims; Melchizedek, Abraham, John the Baptist, Herod; reverse side of the central portal, west facade",27209,3D,inception prior to copyright cutoff,1211-01-01T00:00:00Z
Q122959372,"Chartres Cathedral; Saint George; right embrasure, left portal, south transept",26322,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959373,"Chartres Cathedral; Saints Stephen, Clement, Lawrence; left embrasure jamb figures, left portal, south transept",26323,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959374,"Chartres Cathedral; Roland, Saints Stephen, Clement, Lawrence; left embrasure jamb figures, left portal, south transept",26324,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959375,"Chartres Cathedral; Christ and Stephen the Martyr; tympanum and lintel, left portal, south transept",26325,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959376,"Chartres Cathedral; Saints and Martyrs Leo, Martin, Lubin, Benoit, Anthony, Avit; west side, rightmost column of porch, south transept",26337,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959378,"Chartres Cathedral; Confessors; right embrasure, right portal, south transept",26341,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959379,"Chartres Cathedral; Apostles Paul, John, James the Major, James the Minor, Bartholomew; right embrasure jamb figures, central portal, south transept",26342,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959380,"Chartres Cathedral; Christ as Supreme Judge; central portal, south transept",26343,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
