qid,act_id,label,description,image_filename
Q19859035,56884,"The Disciples at Emmaus, or The Pilgrims at Emmaus",painting by Eugène Delacroix,Brooklyn Museum - The Disciples at Emmaus or The Pilgrims at Emmaus (Les disciples d'Emmaüs ou Les pèlerins d'Emmaüs) - Eugène Delacroix.jpg
Q23758352,56900,The Pool of Bethesda,painting by Robert Bateman,Robert Bateman - The Pool of Bethesda - Google Art Project.jpg
Q27990845,56901,Christ Healing the Sick at the Pool of Bethesda,painting by Pedro de Orrente,Pedro Orrente - Christ Healing the Sick at the Pool of Bethesda.jpg
Q27990845,56901,Christ Healing the Sick at the Pool of Bethesda,painting by Pedro de Orrente,Pedro Orrente - Christ Healing the Sick at the Pool of Bethesda - KHM Vienna.jpg
Q28797804,56933,Paradise Landscape with Animals,painting by Jan Breughel Ii,Jan Breughel Ii - Paradise Landscape with Animals - Google Art Project.jpg
Q19928329,56934,"Un verger au printemps, By",painting by Alfred Sisley,"Alfred Sisley - Orchard in Spring, By - Google Art Project.jpg"
Q82119559,56936,Animals at the Bottom of the Sea,painting by Odilon Redon,Odilon Rendon Animals-of-the-Bottom-of-the-Sea.jpg
Q28796194,56939,Sunlight on the Coast,painting by Winslow Homer,Winslow Homer - Sunlight on the Coast - Google Art Project.jpg
Q15293656,56948,The Tower of Babel,painting by Pieter Bruegel the Elder in the Kunsthistorisches Museum in Vienna,"Pieter Bruegel d. Ä., , Kunsthistorisches Museum Wien, Gemäldegalerie - Turmbau zu Babel - GG 1026 - Kunsthistorisches Museum.jpg"
Q15293656,56948,The Tower of Babel,painting by Pieter Bruegel the Elder in the Kunsthistorisches Museum in Vienna,Pieter Bruegel the Elder - The Tower of Babel (Vienna) - Google Art Project - edited.jpg
Q110561945,56949,Pentecost,relief sculpture,Pallottihaus 03.jpg
Q67204173,56957,"Waterfall on the Clyde River, Tasmania",painting by Eugene von GUÉRard,"Eugene von GUÉRard - Waterfall on the Clyde River, Tasmania - Google Art Project.jpg"
Q29169570,56958,The prayer before the meal,painting by Jan Steen,Jan Steen - The Prayer before the Meal 272L12036 6LMH7.jpg
Q29169570,56958,The prayer before the meal,painting by Jan Steen,"Jan Steen - The Prayer Before the Meal, 1660.jpg"
Q19858271,56960,Healing of the Lepers at Capernaum,work by James Tissot,Brooklyn Museum - Healing of the Lepers at Capernaum (Guérison des lépreux à Capernaum) - James Tissot - overall.jpg
Q18683338,56970,A Woman Nursing a Child,painting by Pierre-Auguste Renoir,Pierre-Auguste Renoir - A Woman Nursing a Child - Google Art Project.jpg
Q110561943,56974,"Patrobulus, Hermas, Linus, Caius, Philologus of the 70 Disciples",manuscript by artist unknown,"Patrobulus, Hermas, Linus, Caius, Philologus of 70 disciples (Menologion of Basil II).jpg"
Q21558277,56981,The Good Samaritan,painting by Rembrandt,Rembrandt Harmensz. van Rijn 033.jpg
Q104836934,56998,The Thankful Poor,painting by Henry Ossawa Tanner,"The Thankful Poor, 1894. Henry Ossawa Tanner.jpg"
Q20490987,57002,Parable of the Rich Man and Lazarus,painting by Lawrence W. Ladd,Parable of the Rich Man and Lazarus (Lawrence W. Ladd).jpg
Q20891364,57013,The Artist's Mother Opening a Door,painting by Edouard Vuillard,Edouard Vuillard - The Artist’s Mother Opening a Door - Google Art Project.jpg
Q18685564,57014,The Mealtime Prayer,painting by Fritz von Uhde,The Mealtime Prayer - Fritz von Uhde - Google Cultural Institute.jpg
Q2666439,57022,Morning in a Pine Forest,painting by Russian artists Ivan Shishkin and Konstantin Savitsky,"Shishkin, Ivan - Morning in a Pine Forest.jpg"
Q55422682,57030,Low Church Devotion (1852),painting by Adolph Tidemand,Adolph Tidemand - Low Church Devotion - Google Art Project (9QGXjFzX4Caijw).jpg
Q55422682,57030,Low Church Devotion (1852),painting by Adolph Tidemand,"Adolph Tidemand - Low Church Devotion - NG.M.00197 - National Museum of Art, Architecture and Design.jpg"
Q19912862,57037,Among the Humble,painting by Léon-Augustin Lhermitte,Among the Humble MET ep05.38.bw.R.jpg
Q17301597,57038,Archangel Michael,,Pedro García de Benabarre and workshop - Herod's Banquet - Google Art Project.jpg
Q17301597,57038,Archangel Michael,,Pere Garcia - Archangel Michael.jpg
Q110561992,57041,Sweet Honey in the Rock live at Ravinia,photograph by singitonline,Sweet Honey in the Rock.jpg
Q29965648,57047,Reading Woman,painting by Pieter Janssens Elinga,Pieter Janssens Elinga - Reading Woman - WGA7482.jpg
Q23941672,57048,Picnic,painting by Maurice Prendergast,Maurice Prendergast - Picnic - Google Art Project.jpg
Q20985031,57049,Herman Kähler in his Workshop,painting by Laurits Andersen Ring,Herman Kähler i sit værksted.jpg
Q19858342,57053,The Pharisees Question Jesus,work by James Tissot,Brooklyn Museum - The Pharisees Question Jesus (Les pharisiens questionnent Jésus) - James Tissot.jpg
Q20178568,57057,Pictorial Quilt,quilt by Harriet Powers,Harriet Powers - Pictorial quilt - Google Art Project.jpg
Q97732594,57071,Lazarus and the Rich Man,"Print by Anonymous, British, 19th century (MET, 1976.602.56)",Lazarus and the Rich Man MET DP818354.jpg
Q19858614,57156,Shepherd Tending His Flock,painting by Jean-François Millet,Jean-François Millet - Shepherd Tending His Flock - Google Art Project.jpg
Q16913580,57167,Old Woman Reading,painting by Gerard Dou,Gerard Dou 005.jpg
Q22912333,57169,Mountain of the Holy Cross,watercolor painting by Thomas Moran,"Thomas Moran, Mountain of the Holy Cross, 1890. Watercolor, National Gallery of Art, Washington,.jpg"
Q60323117,57173,The siesta,painting by José Malhoa,"José Malhoa - A sesta, 1909.JPG"
Q17331263,57187,The Pharisee and the publican,painting by Barent Fabritius,De Farizeeër en de tollenaar Rijksmuseum SK-A-2959.jpeg
Q17026086,57192,"A Storm in the Rocky Mountains, Mt. Rosalie",oil painting by Albert Bierstadt,"Albert Bierstadt - A Storm in the Rocky Mountains, Mt. Rosalie - Google Art Project.jpg"
Q78076035,57195,The raising of souls to Heaven,illumination from a book of hours (NLW MS 15537C),De Grey Hours f.188.v The raising of souls to Heaven.png
Q19018954,57223,Heavy Sea at Pourville,painting by Claude Monet,Claude Monet - Heavy Sea at Pourville - Google Art Project.jpg
Q19858344,57226,The Prophecy of the Destruction of the Temple,work by James Tissot,Brooklyn Museum - The Prophecy of the Destruction of the Temple (La prédication de la ruine du Temple) - James Tissot.jpg
Q60740308,57233,Christ and Saint John the Evangelist,sculpture by unknown artist (1928.753),Clevelandart 1928.753.jpg
Q60740308,57233,Christ and Saint John the Evangelist,sculpture by unknown artist (1928.753),"Germany, Swabia, near Bodenese (Lake Constance), early 14th century - Christ and Saint John the Evangelist - 1928.753 - Cleveland Museum of Art.tif"
Q29480576,57236,Christ Crucified between the Two Thieves,"painting by Lucas Cranach the Elder, Alte Pinakothek","Cranach il vecchio, calvario, 1515-20.JPG"
Q110561842,57247,Bell Tower Clock,architectural structure,Todtnau - St. Jakobus der Ältere3.jpg
Q1698794,57249,The Altar of St. John,triptych by Rogier van der Weyden,Rogier van der Weyden - The Altar of St. John - Google Art Project.jpg
Q19928795,57251,"""Wretched are the legs that must bear the burden of poverty""",painting by Adriaen Pietersz. van de Venne,Adriaen Pietersz. van de Venne 003.jpg
Q27897400,57254,The Valley in the Sea,painting by Edward Moran,"Moran, Edward - The Valley in the Sea - Google Art Project.jpg"
Q84448006,57263,Giaele kills Sisara,painting by Gregorio Lazzarini,Gregorio Lazzarini 001.jpg
Q59490546,57269,Dream of Solomon,painting by Luca Giordano,Luca Giordano - Dream of Solomon - WGA09004.jpg
Q20396156,57273,The Judgement of Solomon,painting by workshop of Peter Paul Rubens,Workshop of Peter Paul Rubens -The Judgement of Solomon.jpg
Q110561867,57280,David the Prophet - King David in Prayer,painting by Pieter de Grebber,5201-king-david-in-prayer-pieter-de-grebber.jpg
Q110561934,57284,Michal lets David escape from the window,print by Gustave Doré,Michal Gustave Doré.jpg
Q110561864,57285,David and Abigail,painting by Antonio Molinari,Antonio Molinari David y Abigail.jpg
Q59684856,57286,David and Abigail,painting by Juan Antonio de Frías y Escalante,Escalante-abigail.jpg
Q22675382,57303,Blind Kristian minding a child,painting by Michael Peter Ancher,Michael Ancher - Blind Kristian minding a child - Google Art Project.jpg
Q19858723,57306,The Blind Man Washes in the Pool of Siloam,work by James Tissot,Brooklyn Museum - The Blind Man Washes in the Pool of Siloam (Le aveugle-né se lave à la piscine de Siloë) - James Tissot.jpg
Q23936093,57307,Healing the Man Born Blind,painting by Annibale Carracci,Annibale Carracci - Healing the Man Born Blind - Google Art Project.jpg
Q18889383,57311,At the Deathbed,painting by Edvard Munch,"'At the Deathbed' by Edvard Munch, 1895, Bergen Kunstmuseum.JPG"
Q27979344,57314,Landscape with the temptation of Christ,painting by Jan Brueghel d. Ä.,Jan Brueghel (I) - Mountain Landscape with the Temptation of Christ.jpg
Q9068317,57320,The Raising of Lazarus,painting by Duccio di Buoninsegna,"'The Raising of Lazarus', tempera and gold on panel by Duccio di Buoninsegna, 1310–11, Kimbell Art Museum.jpg"
Q9378388,57322,The Raising of Lazarus,painting by Vincent van Gogh,De opwekking van Lazarus (naar Rembrandt) - s0169V1962 - Van Gogh Museum.jpg
Q3726352,57328,Entry of Christ into Jerusalem,painting by Pietro Lorenzetti,Pietro Lorenzetti - Entry of Christ into Jerusalem - WGA13502.jpg
Q21618758,57333,Mary Magdalene anointing Christ’s feet,illuminated miniature from the Vaux Passional,Mary Magdalen anointing Christ’s feet (f. 15v).jpg
Q18430656,57343,Crucifixion of Scheut,"A painting masterpiece from Rogier van der Weyden, now in Monastery of Escorial",Weyden Christ on the Cross with Mary and St John.jpg
Q3504778,57346,Kiss of Judas,fresco by Giotto di Bondone,Giotto di Bondone - No. 31 Scenes from the Life of Christ - 15. The Arrest of Christ (Kiss of Judas) - WGA09216.jpg
Q430069,57347,Ecce Homo,painting by Hieronymus Bosch in the collection of the Städel museum,Ecce homo by Hieronymus Bosch.jpg
Q23948008,57354,Christ Carried Down to the Tomb,painting by Eugène Delacroix,Eugène Delacroix - Christ Carried Down to the Tomb - Google Art Project.jpg
Q12404907,57358,Valley of the Shadow of Death,photograph by Roger Fenton,Valley of the shadow of death.jpg
Q28797650,57364,Christ in Prayer,painting by Doménikos Theotokópulos (called El Greco),Doménikos Theotokópulos (called El Greco) - Christ in Prayer - Google Art Project.jpg
Q110561895,57368,Holy Spirit Seminary,architectural structure,Holy Spirit Seminary.JPG
Q3203172,57370,Christ's Entry Into Brussels in 1889,painting by James Ensor,Christ's Entry into Brussels in 1889.jpg
Q20741594,57383,Brazilian Forest,painting by Martin Johnson Heade,Brazilian Forest.jpg
Q110561845,57399,Cathedral of Our Lady of Peace,architectural structure by artist unknown,"Church in Fort Lamy, Chad.jpg"
Q20182055,57405,The Good Shepherd,painting by Henry Ossawa Tanner (1902),Henry Ossawa Tanner - The Good Shepherd - Google Art Project.jpg
Q19820166,57410,Eliezer and Rebecca,painting by Nicolas Poussin,Éliézer et Rebecca-Nicolas Poussin-musée du Louvre.jpg
Q766782,57411,The Jewish Bride,painting by Rembrandt,"Rembrandt Harmensz. van Rijn - Portret van een paar als oudtestamentische figuren, genaamd 'Het Joodse bruidje' - Google Art Project.jpg"
Q110561924,57412,"Manche Masemola, South African Martyr",sculpture,WestminsterAbbey-Martyrs.jpg
Q110561880,57420,Mount Lushan Fog,photograph by Pfctdayelise,Mount Lushan - fog.JPG
Q17630850,57425,Jacob's Ladder,painting by William Blake,Blake jacobsladder.jpg
Q65648494,57431,Jacob and Rachel at the Well,painting by Francisco Antolinez y Sarabia,"Francisco Antolinez y Sarabia - 'Jacob and Rachel at the Well', oil on canvas, 1670, El Paso Museum of Art.jpg"
Q110561994,57433,The Promised Land,painting by Lette Valeska,The Promised Land.jpg
Q110561898,57436,Icon of Christ Feeding the Multitude,painting by artist unknown,Christ feeding the multitude.jpg
Q110561618,57440,2009 world map showing countries by prevalence of female trafficking,garment by WomanStats Project,Map3.3Trafficking compressed.jpg
Q61890442,57540,Moses and his Ethiopian wife Zipporah,painting by Jacob Jordaens,Jacob Jordaens - Moses and his Ethiopian wife Sephora.jpg
Q110562003,57552,Thrush Nest,print by Philip Henry Gosse,"Natural History, Birds - Thrush nest.jpg"
Q20537606,57590,"A Rocky Mountain Sheep, Ovis, Montana",painting by Albert Bierstadt,Bierstadt Albert A Rocky Mountain Sheep Ovis Montana.jpg
Q18685622,57597,Jonah,painting by George Frederic Watts,George Frederic Watts - Jonah - Google Art Project.jpg
Q65025502,57605,The Sleeping Shepherd; Early Morning,print in the National Gallery of Art (NGA 9505),"Samuel Palmer, The Sleeping Shepherd; Early Morning, 1857, NGA 9505.jpg"
Q22008851,57617,Noli me tangere,painting by Jehan Bellegambe,Bellegambe Noli me tangere.jpg
Q98549607,57620,Job and His Friends,painting by Ilya Repin,Job and his friends.jpg
Q14940735,57624,Job Mocked by his Wife,painting by Georges de La Tour,Georges de La Tour 044.jpg
Q3764872,57632,Job,painting by Fra Bartolomeo,"Fra bartolomeo, giobbe.jpg"
Q3428032,57635,Jabach Altarpiece,painting by Albrecht Dürer,Jarbach Altarpiece 01.jpg
Q110561913,57646,Job and His Friends,manuscript by artist unknown,Kievskaya psaltir iov 02.jpg
Q20009111,57678,Righteous Job,manuscript by artist unknown,MARC538fol5.jpg
Q59484249,57738,"Armistice Day, Munitions Centre",painting by Frederick Etchells,"Frederick Etchells - Armistice Day, Munitions Centre.jpg"
Q18601322,57739,Praying Woman,painting by unknown painter,Praying Woman - Nationalmuseum - 23609.tif
Q21177097,57743,Christening in Tanum Church,painting by Harriet Backer,Harriet Backer - Christening in Tanum Church - Google Art Project.jpg
Q18600222,57747,The Tribute Money,painting by Jacob Adriaensz. Backer,The Tribute Money (Jacob Adriaensz. Backer) - Nationalmuseum - 17634.tif
Q24064675,57763,King David Playing the Harp,painting by Gerard van Honthorst,Gerard van Honthorst - King David Playing the Harp - Google Art Project.jpg
Q28093574,57764,Saint Joseph and the Christ Child,painting by Guido Reni,Guido Reni - Saint Joseph and the Christ Child - 96.1565 - Museum of Fine Arts.jpg
Q28093574,57764,Saint Joseph and the Christ Child,painting by Guido Reni,Guido Reni - Saint Joseph and the Christ Child - Google Art Project.jpg
Q110561989,57773,Sunday School,architectural structure,Korean Central Presbyterian Church.jpg
Q110561974,57774,"Sanctuary of the Divine Works of Mercy, Window",stained glass window by Jorge Luis Narea,Santuario de la Divina Misericordia de Guayaquil (17613500314).jpg
Q20891346,57812,Picking Cotton,painting by Clementine Hunter,Clementine Hunter - Picking Cotton - 91.88.1 - Minneapolis Institute of Arts.jpg
Q21764197,57832,Elijah,sculpture by Marc Arcis,Augustins - Le Prophète Élie by Marc Arcis.jpg
Q110561824,57836,Abbie Sweetwine Treating Injured,drawing by Air Force Medical Service Art,Drawing of Abbie Sweetwine treating injured.jpg
Q26161645,57875,Saint Maurice,painting by Theodoric of Prague,Meister Theoderich von Prag 024.jpg
Q110561929,57882,Mary Eliza Mahoney,photograph by artist unknown,Mary Eliza Mahoney.jpg
Q21530716,57911,Portrait of an Old Woman (Prophetess Hannah),painting by Rembrandt,Rembrandt Harmensz. van Rijn 085.jpg
Q21530716,57911,Portrait of an Old Woman (Prophetess Hannah),painting by Rembrandt,"Rembrandt Harmensz van Rijn, , Kunsthistorisches Museum Wien, Gemäldegalerie - Die Prophetin Hanna - GG 408 - Kunsthistorisches Museum.jpg"
Q20643496,57913,Snow-covered Landscape,painting by Pierre-Auguste Renoir,Auguste Renoir - Snow-covered Landscape - Google Art Project.jpg
Q22235777,57923,Nicodemus (Figure of an Entombment),,"Wiki Loves Art - Gent - Museum voor Schone Kunsten - Figuur van een graflegging, Nicodemus (Q22235777) (1).JPG"
Q22235777,57923,Nicodemus (Figure of an Entombment),,"Wiki Loves Art - Gent - Museum voor Schone Kunsten - Figuur van een graflegging, Nicodemus (Q22235777) (2).JPG"
Q20180001,57924,Nicodemus,painting by Henry Ossawa Tanner,Henry Ossawa Tanner - Jesus and nicodemus.jpg
Q20539930,57929,Madonna of Humility,"painting by Giovanni di Paolo in Museum of Fine Arts, Boston",Madonna of Humility.Giovanni di Paolo. Boston MFA.jpg
Q23756462,57933,The Harvest Moon,painting by Samuel Palmer,Samuel Palmer - The Harvest Moon - Google Art Project.jpg
Q19858275,57938,The Man with the Withered Hand,painting by James Tissot,Brooklyn Museum - The Man with the Withered Hand (L'homme à la main desséchée) - James Tissot - overall.jpg
Q17522671,57945,Regentesses of the Children's Orphanage in Haarlem,painting by Jan Salomonsz de Bray,Jan de Bray - Tending Children at the Orphanage in Haarlem - WGA03131.jpg
Q21807895,57948,Pilgrimage to the Cedars of Lebanon,painting by Tivadar Csontváry Kosztka,"Csontváry Kosztka, Tivadar - Pilgrimage to the Cedars of Lebanon - Google Art Project.jpg"
Q27701893,57951,Sea storm,painting by Eduard Hildebrandt,Eduard Hildebrandt - Sea tempest - M.Ob.2204 - National Museum in Warsaw.jpg
Q27701893,57951,Sea storm,painting by Eduard Hildebrandt,Hildebrandt Sea storm.jpg
Q2246489,57953,The Storm on the Sea of Galilee,stolen painting by Rembrandt,Rembrandt Christ in the Storm on the Lake of Galilee.jpg
Q2246489,57953,The Storm on the Sea of Galilee,stolen painting by Rembrandt,Rembrandt van Rijn - Christ in the Storm on the Sea of Galilee - P21s24 - private collection.jpg
Q19858281,57954,Jesus Stilling the Tempest,painting by James Tissot,Brooklyn Museum - Jesus Stilling the Tempest (Jésus calmant la tempête) - James Tissot - overall.jpg
Q2670127,57956,Agape feast,communal meal shared among Christians,Agape feast 02.jpg
Q19858284,57958,The Daughter of Jairus,painting by James Tissot,Brooklyn Museum - The Daughter of Jairus (La fille de Zäire) - James Tissot - overall.jpg
Q19858690,57960,The Woman with an Issue of Blood,painting by James Tissot,Brooklyn Museum - The Woman with an Issue of Blood (L'hémoroïsse) - James Tissot.jpg
Q21993237,57964,"Scorned as Timber, Beloved of the Sky",painting by Emily Carr,"Carr,Emily - Scorned as timber.jpg"
Q72544122,57971,Saint John the Baptist Preaching Before Herod,painting by Pieter de Grebber,Musée de Lille P. F. de Grebber.jpg
Q64350172,57978,Forest Scene (Path from Mas Jolie to Château noir),painting by Paul Cézanne,Paul Cézanne - Forest Scene (Path from Mas Jolie to Château noir) - Google Art Project.jpg
Q18588766,57986,The miracle of the five loaves and two fish,painting by Lucas Cranach the Elder,The miracle of the five loaves and two fish (Lucas Cranach d.ä.) - Nationalmuseum - 34936.tif
Q9191534,57989,Christ at the Sea of Galilee,painting,"Tintoretto, Jacopo - Christ at the Sea of Galilee.jpg"
Q11930181,57990,Apperance of Jesus to his Disciples at Sea,sculpture by Maître de Cabestany,Mestre de cabestany.jpg
Q83742678,57991,Christ Healing the Blind,painting by Philippe de Champaigne,"Christ Healing the Blind by Philippe de Champaigne, Timken Museum of Art.JPG"
Q110561938,57992,Naomi entreating Ruth and Orpah to return to the land of Moab,watercolor by William Blake,1795-William-Blake-Naomi-entreating-Ruth-Orpah.jpg
Q19858312,57994,The Scribe Stood to Tempt Jesus,painting by James Tissot,Brooklyn Museum - The Scribe Stood to Tempt Jesus (Le scribe se leva pour tenter Jésus) - James Tissot - overall.jpg
Q28840319,57998,The Nativity of Christ,painting by anonymous painter,The Nativity of Christ - Google Art Project.jpg
Q64572422,58040,Aunt Hannah,painting by Thomas Pollock Anshutz,Thomas P. Anshutz - Aunt Hannah.jpg
Q20431246,58044,The Boxers,public sculpture by Keith Haring,Keith Haring Berlin-Tiergarten.jpg
Q20680196,58046,Miriam,painting by Anselm Feuerbach,Anselm Feuerbach - Miriam - WGA07870.jpg
Q55383660,58048,Manichaean Painting of the Buddha Jesus,Jesus Christ as a Manichaean Prophet,"Jesus as a Manichaean Prophet, 13th century.jpg"
Q107572682,58050,Silence,painting by Johann Heinrich Füssli (Kunsthaus Zürich),Johann Heinrich Füssli - Silence - WGA08336.jpg
Q22915270,58052,Early Summer,painting by William Trost Richards,Brooklyn Museum - Early Summer - William Trost Richards - overall.jpg
Q64953400,58054,Christ on the Cross with a Grape Vine,print in the National Gallery of Art (NGA 4018),"French or Netherlandish 15th Century, Christ on the Cross with a Grape Vine, c. 1490-1500, NGA 4018.jpg"
Q3698232,58056,Crucifixion,drawing by Michelangelo in the British Museum,Miguel Angel Crucifixion drawing.jpg
Q20891347,58057,The Wash,painting by Clementine Hunter,Clementine Hunter - The Wash - 91.88.2 - Minneapolis Institute of Arts.jpg
Q18688959,58068,Holy Family with Saint John and a Goldfinch,anonymous painting,Anonymous Cusco School - Holy Family with Saint John and a Goldfinch - Google Art Project.jpg
Q46940211,58070,Animals in a Landscape,painting by Franz Marc,Franz Marc 1914 Animals in a Landscape.jpg
Q42877261,58077,Dawn,painting by Jules Adolphe Breton,"'Dawn', oil on canvas painting by Jules Breton, 1896, Carnegie Museum of Art, Pittsburgh.jpg"
Q19858298,58080,The Bad Rich Man in Hell,work by James Tissot,Brooklyn Museum - The Bad Rich Man in Hell (Le mauvais riche dans l'Enfer) - James Tissot - overall.jpg
Q42421213,58081,Triumph of the Sky,painting by Kazimir Malevich,"Triumph of Heaven (Malevich, 1907).jpg"
Q20548340,58085,Friend of the Humble (Supper at Emmaus),painting by Léon-Augustin Lhermitte,Friend of the Humble (Supper at Emmaus). 1892. Léon-Augustin L'hermitte.jpg
Q104882881,58087,Douglass Inspiring the Youth of the Negro Race,mural by Cletus Alexander and Bruno Peiser,"'Douglass Inspiring the Youth of the Negro Race' by Cletus Alexander and Bruno Peiser, 1933.JPG"
Q20789850,58088,"Negro Funeral, Alabama",painting by George Fuller,"George Fuller - Negro Funeral, Alabama - 21.2174 - Museum of Fine Arts.jpg"
Q110561926,58099,Mary and Child,fresco by artist unknown,Nerga Sellasie.jpg
Q18668586,58104,Apple Harvest,painting by Camille Pissarro,Apple Harvest by Camille Pissarro.jpg
Q18668586,58104,Apple Harvest,painting by Camille Pissarro,Camille Pissarro - Apple Harvest - 1955.17.M - Dallas Museum of Art.jpg
Q22116931,58105,Apple-Picking,painting by Camille Pissarro,Camille Pissarro - Apple Picking - Google Art Project.jpg
Q20798439,58107,Old Woman in a White Bonnet,painting by Karl Emanuel Jansson,Karl Emanuel Jansson - Old Woman in a White Bonnet - Google Art Project.jpg
Q20789241,58109,"Sorrow, Variation of the Illustration for the Poem At the Fair of Vernamo ; Sorrow",painting by Albert Edelfelt,"Albert Edelfelt - Sorrow, Variation of the Illustration for the Poem At the Fair of Vernamo , Sorrow - A II 814 - Finnish National Gallery.jpg"
Q11873095,58111,"Christ and Mary Magdalene, a Finnish Legend",painting by Albert Edelfelt,"Albert Edelfelt - Christ and Mary Magdalene, a Finnish Legend - Google Art Project.jpg"
Q20789529,58123,Christ Carrying the Cross,painting by Albert Edelfelt,Albert Edelfelt - Kristus kantaa ristiä - A II 1254-22 - Finnish National Gallery.jpg
Q18573859,58127,The Day of Rest,painting by Albert Edelfelt,The Day of Rest (Albert Edelfelt) - Nationalmuseum - 18756.tif
Q21723005,58129,Laundresses,"painting by Edelfelt, Albert (Gustaf Aristides)",Albert Edelfelt - Pesijättärien (1893).jpg
Q28802973,58131,After Church,painting by Janis Rozentāls,Janis Rozentāls - After Church - Google Art Project.jpg
Q18674614,58135,Christ and His Mother Studying the Scriptures,painting by Henry Ossawa Tanner,Christ and His Mother Studying the Scriptures by Henry Ossawa Tanner.jpg
Q18674614,58135,Christ and His Mother Studying the Scriptures,painting by Henry Ossawa Tanner,Henry Ossawa Tanner - Christ and His Mother Studying the Scriptures - 1986.9 - Dallas Museum of Art.jpg
Q20182740,58136,The Good Shepherd,painting by Henry Ossawa Tanner (1930),Henry Ossawa Tanner - The Good Shepherd.jpg
Q17492223,58137,The Raising of Lazarus,painting by Henry Ossawa Tanner,"Henry Ossawa Tanner, Resurrection of Lazarus.jpg"
Q28801648,58140,Virgin in Prayer,painting by anonymous,Colombia - Virgin in Prayer - Google Art Project.jpg
Q21554921,58142,Evening Prayer,painting by Anna Ancher,Evening Prayer (Anna Ancher).jpg
Q19858324,58143,The Lord's Prayer,work by James Tissot,Brooklyn Museum - The Lord's Prayer (Le Pater Noster) - James Tissot.jpg
Q21672339,58144,The Adoration of the Shepherds and the Kings and Elisha and the widow's oil,"painting by Brugge, eerste kwart 16de eeuw Anonieme meester",16th-century unknown painters - Elijah and the Widow of Zarapeth - WGA23604.jpg
Q23929302,58147,Female Pilgrim,painting by Studio of David Teniers the younger,"Teniers, David the younger - Female Pilgrim - Google Art Project.jpg"
Q25263511,58148,Nun,painting by Mikhail Nesterov,Mikhail Nesterov - Nun - M.Ob.905 - National Museum in Warsaw.jpg
Q20487849,58149,Shepherd,painting by Ruger Donoho,Ruger Donoho - Shepherd - 1975.114 - Smithsonian American Art Museum.jpg
Q28794232,58150,A ti-tree glade,painting by Frederick McCubbin,Frederick McCubbin - A ti-tree glade - Google Art Project.jpg
Q22260425,58151,Christ appears to the disciples by the Sea of Tiberias,painting by Jan Rombouts I,Bouts third-appearance.jpg
Q19925632,58152,Portrait of a Carmelite friar (Gaspar Rinckens?),painting by Peter Paul Rubens,Peter Paul Rubens 180.jpg
Q19858677,58153,Jesus Teaches in the Synagogues,painting by James Tissot,Brooklyn Museum - Jesus Teaches in the Synagogues (Jésus enseigne dans les synagogues) - James Tissot.jpg
Q3947822,58155,Saint Peter in prison,painting by Rembrandt,Rembrandt van Rijn - St. Peter in Prison (The Apostle Peter Kneeling) - Google Art Project.jpg
Q30093053,58160,Touch me not. John 20:17,painting by Fritz von Uhde,Fritz von Uhde - Noli me tangere (1894).jpg
Q30093053,58160,Touch me not. John 20:17,painting by Fritz von Uhde,"Noli me tangere (Touch me not), Uhde.jpg"
Q28020025,58165,Feeding the Five Thousand (July),painting by Marten I. van Valckenborch,Marten van Valckenborch - Feeding the Five Thousand (July).jpg
Q50331540,58167,Road to Emmaus,painting by Fritz von Uhde,Fritz von Uhde - Der Gang nach Emmaus (1891).jpg
Q22304362,58168,By Lamp Light,painting by Harriet Backer,Harriet Backer - By Lamp Light - Google Art Project.jpg
Q22304362,58168,By Lamp Light,painting by Harriet Backer,"Harriet Backer - By Lamp Light - NG.M.02323 - National Museum of Art, Architecture and Design.jpg"
Q21044771,58169,"""Surely he will come?""",painting by Christen Dalsgaard,"Dalsgaard, Christen-""Mon han dog ikke skulle komme?"".jpg"
Q11684158,58170,Abraham Receiving the Three Angels,painting by Bartolomé Esteban Murillo,Murillo Abraham.jpg
Q26767199,58173,Village church with worshippers,painting by Benjamin Vautier,VautierDorfkirche.jpg
Q33132532,58174,Saying Grace,painting by Jean LeClerc,Le Bénédicité (Saying Grace or The Holy Family at Supper) - Jean LeClerc.jpg
Q17492845,58175,Christ with the Peasants,painting by Fritz von Uhde,Fritz von Uhde - Christus mit den Bauern (ca.1887-88).jpg
Q26260856,58176,Twelfth Night,painting by Pieter Christoffel Wonder,Twelfth Night by Pieter Christoffel Wonder Museum Boijmans Van Beuningen 2012.jpg
Q21406034,58177,Three Singers (Allegory of Hearing),painting by Rembrandt,Rembrandt The Three Singers (Hearing).jpg
Q20169706,58179,Flight Into Egypt,painting by Henry Ossawa Tanner,Henry Ossawa Tanner - Flight into Egypt (1923).jpg
Q16622023,58310,St Joseph and the Christ Child,painting by El Greco at Museum of Santa Cruz,El Greco - St Joseph and the Christ Child - WGA10536.jpg
Q3224378,58311,Massacre of the Innocents,painting by Nicolas Poussin,Nicolas Poussin - Le massacre des Innocents - Google Art Project.jpg
Q28113750,58315,The Baptism of the Chamberlain of Queen Candace of Ethiopia,painting by Hendrik van Balen (attributed to) & Jan Brueghel the Younger (attributed to),Hendrik van Balen (toegeschreven aan) ^ Jan Brueghel de Jonge (toegeschreven aan) - The Baptism of the Chamberlain of Queen Candace of Ethiopia - 282 - Mauritshuis.jpg
